gene,pt214_mTEC.hi_new_Aligned.out.bam,pt214_mTEC.lo_new_Aligned.out.bam,pt221_mTEC.hi_new_Aligned.out.bam,pt221_mTEC.lo_new_Aligned.out.bam,pt226_mTEC.hi_new_Aligned.out.bam,pt226_mTEC.lo_new_Aligned.out.bam
ENSG00000032742.17,4104,4360,1286,1702,1125,1626
ENSG00000033011.12,1050,883,769,522,618,380
ENSG00000033030.15,7506,7753,3975,3970,3712,4360
ENSG00000033050.9,3392,3050,1771,1542,1742,1360
ENSG00000033100.16,3502,2960,2400,1974,2078,1417
ENSG00000033122.20,302,346,253,317,127,171
ENSG00000033170.17,2082,1339,950,759,841,694
ENSG00000033178.13,19157,13077,8169,6651,7881,7534
ENSG00000033327.13,2960,2071,1950,1638,1799,1226
ENSG00000033627.16,11759,9470,6748,5500,6088,4891
ENSG00000033800.13,10424,9750,4114,4122,3671,4373
ENSG00000033867.16,5108,3385,1591,1597,1688,1621
ENSG00000034053.14,1366,1437,720,965,704,496
ENSG00000034152.19,9194,6342,4924,4302,5468,3975
ENSG00000034239.11,603,715,225,457,156,368
ENSG00000034510.6,26406,17217,24763,15464,23097,10827
ENSG00000034533.11,1060,849,557,550,497,560
ENSG00000034677.13,61551,23431,28968,16885,29808,20523
ENSG00000034693.15,2902,2943,1019,1015,1109,1396
ENSG00000034713.8,7418,6191,3965,3354,3308,2786
ENSG00000034971.17,285,131,195,126,289,687
ENSG00000035115.22,7640,8808,4670,4567,4138,4847
ENSG00000035141.8,3274,3189,2169,1959,1854,1953
ENSG00000035403.17,38550,28870,15505,15214,15824,14857
ENSG00000035499.13,493,349,248,204,352,127
ENSG00000035664.11,1931,431,2463,482,2019,506
ENSG00000035681.9,11425,13288,3819,5068,5282,6413
ENSG00000035687.10,6333,6750,3201,2949,2849,3194
ENSG00000035720.8,382,140,153,343,104,34
ENSG00000035862.12,9436,13841,3113,8459,2563,7265
ENSG00000035928.16,10154,10246,5151,5074,4653,5349
ENSG00000036054.13,6800,6017,2728,2697,2997,3163
ENSG00000036257.13,13116,11849,5410,4931,6274,5351
ENSG00000036448.10,865,766,649,839,651,481
ENSG00000036473.8,30,0,9,1,18,0
ENSG00000036530.9,245,646,70,240,120,229
ENSG00000036549.13,8850,9701,3494,4131,3196,4325
ENSG00000036565.15,191,0,93,0,135,0
ENSG00000036672.16,1837,2833,1359,1179,1178,950
ENSG00000036828.16,2264,333,1123,25,1096,8
ENSG00000037042.9,2994,4342,2149,2676,1841,2494
ENSG00000037241.7,957,887,800,548,757,615
ENSG00000037280.16,1158,131,137,51,210,42
ENSG00000037474.15,11563,9465,6523,5820,6175,5539
ENSG00000037637.11,5043,5586,2442,2947,2190,2952
ENSG00000037749.12,2684,2135,777,926,619,745
ENSG00000037757.14,2182,3418,1044,1343,844,1267
ENSG00000037897.17,1437,1314,666,519,632,535
ENSG00000037965.6,61,0,41,3,40,0
ENSG00000038002.9,981,842,656,562,785,701
ENSG00000038210.14,6175,4843,2531,2070,2589,2270
ENSG00000038219.13,19040,18706,8552,7795,7639,9529
ENSG00000038274.17,12498,10040,7071,5014,6009,5236
ENSG00000038295.8,421,83,48,49,36,13
ENSG00000038358.15,6896,7462,4136,4342,3791,3275
ENSG00000038382.20,20958,18108,9513,11464,9082,13683
ENSG00000038427.16,6544,5114,2417,8107,1623,5393
ENSG00000038532.16,7770,3822,5939,3457,5848,2933
ENSG00000038945.15,270,126,58,67,36,48
ENSG00000039068.19,75449,54343,47815,27857,37777,26628
ENSG00000039123.16,11412,10514,4920,4772,4768,4697
ENSG00000039139.9,1788,697,648,219,726,181
ENSG00000039319.17,11810,9635,3608,3375,3770,3804
ENSG00000039523.20,22302,18876,9184,7505,10756,8874
ENSG00000039537.13,96,50,38,45,36,95
ENSG00000039560.14,20158,17027,8469,8888,8282,10665
ENSG00000039600.11,108,61,111,41,125,22
ENSG00000039650.12,5946,5946,4471,3947,3253,2864
ENSG00000039987.7,138,142,41,35,57,38
ENSG00000040199.18,4806,2836,2295,1709,2042,1532
ENSG00000040275.17,1520,1472,988,916,1080,989
ENSG00000040341.18,5349,4577,2529,2602,2025,2038
ENSG00000040487.13,1423,1599,1123,982,946,759
ENSG00000040531.15,4446,4221,2815,2125,1372,1403
ENSG00000040608.14,170,262,202,219,143,168
ENSG00000040633.13,4205,2733,2912,1837,2680,1346
ENSG00000040731.10,6,0,5,0,4,1
ENSG00000040933.15,13014,8845,7287,4772,6744,5032
ENSG00000041353.10,2554,710,2389,409,2224,679
ENSG00000041357.16,11953,8282,8061,5581,6991,4402
ENSG00000041515.16,904,241,611,182,420,71
ENSG00000041802.11,8941,10215,2851,3231,2785,3537
ENSG00000041880.14,3475,3267,2649,2127,2315,2114
ENSG00000041982.16,58604,62225,78561,49111,71156,67410
ENSG00000041988.15,1937,2280,1438,1388,1282,1343
ENSG00000042062.13,23653,19846,14708,8902,14108,11888
ENSG00000042088.14,1763,2492,1250,1140,1070,964
ENSG00000042286.15,1329,1468,1107,774,831,728
ENSG00000042304.11,25,0,7,1,0,4
ENSG00000042317.17,1331,1901,546,847,431,791
ENSG00000042429.12,3568,3078,1751,1977,1614,1952
ENSG00000042445.14,4943,3611,3738,2275,4241,2509
ENSG00000042493.16,4985,2126,5491,1322,6865,1355
ENSG00000042753.11,1758,1634,1787,1481,1576,1074
ENSG00000042781.14,497,267,228,513,180,241
ENSG00000042813.8,19,31,10,7,12,1
ENSG00000042832.12,1864,881,873,385,887,641
ENSG00000042980.13,6528,507,3054,418,3832,474
ENSG00000043039.7,517,431,1002,507,622,573
ENSG00000043093.15,6558,5911,2447,2245,2133,2332
ENSG00000043143.20,7562,9647,5541,4589,4116,4087
ENSG00000043355.12,87,121,77,384,75,135
ENSG00000043462.12,1441,483,309,270,191,121
ENSG00000043514.17,2609,2853,2038,2413,1448,1644
ENSG00000043591.6,23,24,14,11,15,4
ENSG00000044012.4,65,8,14,0,32,0
ENSG00000044090.9,4664,5582,2979,3281,2519,3007
ENSG00000044115.21,39676,31759,21175,18512,20450,15389
ENSG00000044446.12,5473,7522,2457,3262,2013,3275
ENSG00000044459.15,3273,3943,1518,1438,1293,1786
ENSG00000044524.11,579,710,55,145,53,136
ENSG00000044574.8,99867,78989,61007,43941,56238,34107
ENSG00000046604.13,41212,36797,14522,12930,13112,15156
ENSG00000046647.13,1783,2058,841,957,944,1154
ENSG00000046651.15,14905,13879,6931,5591,4876,4374
ENSG00000046653.15,1979,1569,750,812,646,672
ENSG00000046774.10,0,0,0,0,1,0
ENSG00000046889.19,4275,1285,284,424,399,1111
ENSG00000047056.16,5569,5060,2415,2599,2889,2727
ENSG00000047188.16,9161,9729,3461,4070,2572,4162
ENSG00000047230.15,3780,4370,2072,2189,1683,2319
ENSG00000047249.18,5417,4511,2782,2675,2699,2329
ENSG00000047315.16,20275,15736,8915,7720,9583,8170
ENSG00000047346.12,9342,9254,3957,4431,3406,5201
ENSG00000047365.12,19727,13599,4603,3337,5553,5203
ENSG00000047410.14,32087,28746,13518,12256,12053,12823
ENSG00000047457.14,535,514,192,230,201,258
ENSG00000047578.13,5218,4419,3433,2687,2785,2227
ENSG00000047579.19,1123,892,831,827,663,705
ENSG00000047597.7,370,881,204,131,220,60
ENSG00000047617.15,366,65,42,30,99,22
ENSG00000047621.12,3827,3671,1139,1151,1334,1493
ENSG00000047634.15,14335,12643,2805,3399,3447,4332
ENSG00000047644.18,7865,7316,4453,4496,4206,4667
ENSG00000047648.23,1137,1146,386,265,394,337
ENSG00000047662.5,1827,2251,820,1277,650,1130
ENSG00000047849.21,35101,28544,24424,18586,22619,17118
ENSG00000047932.14,8333,10147,3078,3999,2743,3867
ENSG00000047936.10,1147,0,261,0,297,1
ENSG00000048028.11,8713,6923,4638,3617,3858,3338
ENSG00000048052.21,2103,782,480,761,389,348
ENSG00000048140.18,4144,3927,8051,4277,2686,1674
ENSG00000048162.20,3538,4045,1956,1792,2077,1970
ENSG00000048342.16,2582,3597,754,1197,727,1335
ENSG00000048392.12,7289,4171,3400,1986,3027,1627
ENSG00000048405.10,5907,5149,2088,1776,1954,1971
ENSG00000048462.11,157,191,57,10,109,11
ENSG00000048471.14,18671,8694,8111,3722,10124,3112
ENSG00000048540.15,17621,26620,5404,10521,3874,11299
ENSG00000048544.6,3522,2724,2218,1580,2369,1713
ENSG00000048545.14,37,30,42,161,35,49
ENSG00000048649.13,16145,16569,6690,7911,5918,8514
ENSG00000048707.15,11457,9683,4914,3992,4381,4259
ENSG00000048740.18,26471,24232,8159,11466,7400,9074
ENSG00000048828.17,20597,17672,11688,10078,10235,8963
ENSG00000048991.16,4858,3948,2797,2610,2394,2109
ENSG00000049089.15,1929,279,1906,501,1590,481
ENSG00000049130.16,18310,18483,6939,6789,6280,8583
ENSG00000049167.14,1184,1134,527,587,507,634
ENSG00000049192.15,368,151,41,50,68,39
ENSG00000049239.12,11148,11488,5675,5410,4879,5946
ENSG00000049245.13,9598,9413,5306,5006,5110,5043
ENSG00000049246.14,3532,3727,6924,6678,4934,5772
ENSG00000049247.13,667,470,826,776,692,773
ENSG00000049249.8,14583,1303,6585,524,7894,734
ENSG00000049283.18,3013,3514,1548,1754,1843,1830
ENSG00000049323.16,16930,9892,13505,8187,12716,8703
ENSG00000049449.9,12531,9300,4655,5986,3778,3982
ENSG00000049540.17,2397,2034,2193,1113,2281,965
ENSG00000049541.11,2799,2714,1944,1525,1837,1417
ENSG00000049618.23,28294,28166,12685,13208,12822,13474
ENSG00000049656.14,5491,5677,4076,3457,3367,2777
ENSG00000049759.18,11359,9669,3608,4739,4616,5038
ENSG00000049768.16,125,131,108,108,124,91
ENSG00000049769.14,636,930,467,553,395,438
ENSG00000049860.14,11515,8171,4567,3282,4174,3179
ENSG00000049883.15,2592,3332,1036,1265,776,1329
ENSG00000050030.15,77,130,75,72,74,104
ENSG00000050130.18,4464,5156,2123,2471,1953,2541
ENSG00000050165.18,4350,9365,2545,4537,1668,2887
ENSG00000050327.15,4533,7826,2035,3433,2132,4318
ENSG00000050344.9,16598,10913,8090,5785,7685,6491
ENSG00000050393.11,4754,3304,3508,2089,3108,1588
ENSG00000050405.13,59580,58122,21490,24863,28374,38120
ENSG00000050426.16,6678,8285,3536,4026,3143,4090
ENSG00000050438.17,759,297,286,355,354,129
ENSG00000050555.18,227,255,134,128,118,207
ENSG00000050628.20,1406,1611,1035,1571,830,1482
ENSG00000050730.16,163,15,57,0,84,3
ENSG00000050748.17,4791,5416,2508,2583,2338,2423
ENSG00000050767.17,295,561,695,620,228,221
ENSG00000050820.17,7512,8718,3707,4599,3659,4311
ENSG00000051009.10,7511,9179,3648,4399,2982,3945
ENSG00000051108.15,16454,16676,8841,7792,8577,8106
ENSG00000051128.19,1823,3267,989,1988,897,1659
ENSG00000051180.17,432,445,385,229,412,191
ENSG00000051341.14,1031,413,706,297,837,303
ENSG00000051382.9,9269,8324,5026,4039,4161,3962
ENSG00000051523.11,3411,1265,4613,1678,3562,806
ENSG00000051596.9,1366,1241,1019,883,1290,916
ENSG00000051620.11,5081,6075,2606,2753,2304,2483
ENSG00000051825.15,4520,4448,1948,2180,1740,1918
ENSG00000052126.14,6179,7566,2323,2468,2296,2789
ENSG00000052344.16,8576,4906,6132,3015,6107,2622
ENSG00000052723.11,6967,6709,2886,3079,2607,3252
ENSG00000052749.14,5872,3504,4043,2518,3242,1775
ENSG00000052795.13,6640,5156,2081,1734,2162,2512
ENSG00000052802.13,6177,1884,6620,1797,8231,1371
ENSG00000052841.15,16690,15565,6884,7448,6390,7843
ENSG00000052850.8,229,25,100,11,141,10
ENSG00000053108.17,1160,327,2590,2011,1990,700
ENSG00000053254.15,16465,17330,6242,7613,6865,9208
ENSG00000053328.8,592,541,105,237,98,253
ENSG00000053371.12,2918,3113,2109,2040,2198,1657
ENSG00000053372.5,2541,2485,1800,1843,1522,1367
ENSG00000053438.11,1924,11697,2773,19877,968,6609
ENSG00000053501.13,1440,1610,900,864,767,868
ENSG00000053524.12,3838,2870,1032,1596,1240,1827
ENSG00000053702.15,2224,2058,2212,1863,1762,1853
ENSG00000053747.16,39181,46734,17378,14711,20199,20451
ENSG00000053770.12,5338,4325,2777,2361,2192,1882
ENSG00000053900.10,8039,8488,2898,3390,2715,4019
ENSG00000053918.18,1049,291,725,380,872,215
ENSG00000054116.12,5573,5465,3847,3445,3869,3021
ENSG00000054118.15,26612,24179,15766,13009,14557,12628
ENSG00000054148.18,3875,4363,3830,3451,3122,2682
ENSG00000054179.12,621,809,199,828,250,314
ENSG00000054219.11,63996,23481,6181,4429,19460,6535
ENSG00000054267.22,28092,23200,9559,9741,10878,12677
ENSG00000054277.14,536,675,254,321,253,235
ENSG00000054282.16,4116,3670,2209,2380,1572,2179
ENSG00000054356.14,29,56,29,11,25,9
ENSG00000054392.13,2687,1204,2067,793,1154,804
ENSG00000054523.17,14228,14736,6325,7431,5412,6220
ENSG00000054598.9,20370,28337,9761,12407,9495,14699
ENSG00000054611.14,4101,4360,3322,2737,3014,2616
ENSG00000054654.17,48116,25124,20583,13397,17951,11599
ENSG00000054690.14,6024,7042,4021,5395,2809,5585
ENSG00000054793.14,13358,15691,5697,8130,5599,8510
ENSG00000054796.13,8,0,3,0,3,1
ENSG00000054803.4,37,22,6,121,21,106
ENSG00000054938.15,124,50,89,38,98,39
ENSG00000054965.10,13428,10634,6077,5078,5304,5050
ENSG00000054967.13,10020,2812,8758,1180,6884,1058
ENSG00000054983.17,4780,5303,1688,1827,1402,2060
ENSG00000055044.11,21784,23609,7331,7738,7816,9966
ENSG00000055070.17,13693,12113,9714,7781,8815,6930
ENSG00000055118.15,1085,3524,2192,3185,1210,748
ENSG00000055130.17,9744,10089,4653,4765,4557,4921
ENSG00000055147.19,2383,2505,896,890,852,913
ENSG00000055163.20,3934,3605,2393,2699,1721,1235
ENSG00000055208.19,15226,12810,6840,6012,6253,5954
ENSG00000055211.14,5756,5815,2516,2657,2258,2636
ENSG00000055332.18,38929,42231,10758,13286,11113,17911
ENSG00000055483.19,12353,12068,5476,5773,5583,5422
ENSG00000055609.18,32343,27214,14609,11528,10943,11435
ENSG00000055732.13,17888,17749,3718,4280,4689,6801
ENSG00000055813.6,1077,1137,1063,640,564,530
ENSG00000055917.15,26733,27880,12284,12493,10975,14124
ENSG00000055950.16,2142,2445,1686,1654,1336,1458
ENSG00000055955.17,1195,1418,439,593,331,425
ENSG00000055957.11,336,18,283,8,177,11
ENSG00000056050.7,1852,1863,951,1089,943,1121
ENSG00000056097.16,16495,16130,6274,7009,5507,6184
ENSG00000056277.16,1398,1415,615,822,569,673
ENSG00000056291.17,4165,5221,3547,2830,2136,2562
ENSG00000056487.16,908,1000,900,1065,529,634
ENSG00000056558.11,41225,8361,19627,4000,14839,4585
ENSG00000056586.16,14848,12630,6349,6584,6060,6390
ENSG00000056736.10,1250,461,885,673,613,423
ENSG00000056972.20,6659,6600,3227,2804,3564,3562
ENSG00000056998.20,103,279,55,211,39,196
ENSG00000057019.16,18345,17725,10915,9884,8032,9840
ENSG00000057149.16,5011,29,3692,40,5826,67
ENSG00000057252.13,6081,4715,2799,2123,2359,2308
ENSG00000057294.14,12001,8116,13109,7936,8706,5958
ENSG00000057468.7,258,265,19,52,20,14
ENSG00000057593.13,203,102,84,68,145,68
ENSG00000057608.17,20361,14902,12946,9162,12219,8462
ENSG00000057657.17,3145,163,1809,92,2056,69
ENSG00000057663.16,4214,3460,2083,1767,2019,1647
ENSG00000057704.13,951,458,220,292,322,166
ENSG00000057757.10,15352,15164,5886,5639,8991,6004
ENSG00000057935.13,5367,6589,2520,2941,2371,2870
ENSG00000058056.9,2229,2905,960,1621,776,1255
ENSG00000058063.16,26568,18592,6354,5604,6706,6536
ENSG00000058085.15,64994,57698,34028,25406,32388,41181
ENSG00000058091.17,8027,5692,6317,4961,4736,3960
ENSG00000058262.10,18351,16415,11087,10676,10287,8741
ENSG00000058272.19,17100,16113,6328,6352,5967,6895
ENSG00000058335.15,1223,79,858,161,777,50
ENSG00000058404.20,1431,480,2791,1386,1995,419
ENSG00000058453.17,2991,4785,1794,2943,1221,2203
ENSG00000058600.16,5889,6534,4237,4344,3926,4342
ENSG00000058668.14,32399,18944,15879,11902,13833,10605
ENSG00000058673.16,29908,25356,11561,11537,10973,13423
ENSG00000058729.11,1735,1633,1041,1081,992,981
ENSG00000058799.15,1987,1604,1153,890,1126,899
ENSG00000058804.12,3141,3037,1798,1697,1631,1424
ENSG00000058866.15,599,423,272,239,204,174
ENSG00000059122.16,13496,16350,9388,9532,4066,4559
ENSG00000059145.18,5148,5178,2959,3130,3652,3000
ENSG00000059377.17,176,184,96,105,63,85
ENSG00000059378.13,11730,9798,8190,5984,7919,5708
ENSG00000059573.9,5058,5324,3753,3665,3285,2491
ENSG00000059588.10,16760,11168,8018,6997,8249,8243
ENSG00000059691.12,2146,2411,1079,1111,1095,1177
ENSG00000059728.11,14559,9613,8343,4814,7588,3981
ENSG00000059758.8,9320,7207,3653,3268,3080,2827
ENSG00000059769.20,1310,1064,676,606,662,764
ENSG00000059804.16,29561,6924,1531,2217,2007,2692
ENSG00000059915.17,1077,1700,670,1180,508,715
ENSG00000060069.16,2862,1979,2093,1657,1997,1137
ENSG00000060138.13,117871,142069,44301,53055,43755,67167
ENSG00000060140.9,539,81,284,30,383,35
ENSG00000060237.17,37162,30069,16055,15492,14278,13091
ENSG00000060303.5,0,0,0,0,0,1
ENSG00000060339.14,16747,16220,8468,8924,6897,8213
ENSG00000060491.16,4534,6472,3176,3748,2686,3688
ENSG00000060558.4,2059,1742,1475,1073,1582,497
ENSG00000060566.14,93,19,21,6,55,3
ENSG00000060642.10,1656,1625,915,709,749,695
ENSG00000060656.20,2626,2352,2442,2080,1492,779
ENSG00000060688.13,3107,3074,2182,2017,1838,1791
ENSG00000060709.15,1000,1477,907,2193,1081,1198
ENSG00000060718.22,136,45,31,10,22,7
ENSG00000060749.15,12718,10301,4387,5445,4694,5796
ENSG00000060762.19,2106,2415,1324,1191,1219,1206
ENSG00000060971.18,4738,4305,3169,2735,2797,2076
ENSG00000060982.15,2781,2365,439,599,464,317
ENSG00000061273.18,10099,12706,5554,6502,5337,6455
ENSG00000061337.15,1794,1573,2741,3073,1688,1257
ENSG00000061455.11,412,213,156,65,181,72
ENSG00000061492.12,36,0,28,5,25,0
ENSG00000061656.10,308,336,155,135,144,142
ENSG00000061676.15,31120,25435,12153,11599,11712,11661
ENSG00000061794.13,3876,3410,2615,1998,2313,1863
ENSG00000061918.13,1453,322,560,248,476,149
ENSG00000061936.9,8054,9002,4714,5642,4045,4992
ENSG00000061938.19,6876,12270,2245,6507,2901,6481
ENSG00000061987.16,17770,16466,6059,5740,5801,7414
ENSG00000062038.14,52166,38315,25603,20703,32213,26361
ENSG00000062096.15,47,11,13,15,37,9
ENSG00000062194.16,34349,22627,14218,10014,16525,12502
ENSG00000062282.15,2063,537,2089,443,2277,416
ENSG00000062370.16,660,1046,329,443,243,501
ENSG00000062485.19,16200,15739,10399,9365,10088,8283
ENSG00000062524.16,83,383,51,467,55,231
ENSG00000062582.14,1257,1031,941,560,929,501
ENSG00000062598.18,5115,4906,2729,3489,2324,2424
ENSG00000062650.19,10789,9146,5130,4184,4898,4063
ENSG00000062716.13,100433,117551,24966,30751,14325,30087
ENSG00000062725.10,9520,10022,4245,4559,3805,4649
ENSG00000062822.14,2675,3188,2384,1957,2430,1826
ENSG00000063015.20,243,193,239,613,158,84
ENSG00000063046.17,56962,64427,31977,31632,30059,32891
ENSG00000063127.16,422,305,135,184,136,145
ENSG00000063169.10,2082,2763,1790,1739,1557,1668
ENSG00000063176.16,1916,2118,1790,1487,1595,1181
ENSG00000063177.13,27278,36749,27059,27319,26194,26357
ENSG00000063180.9,1074,1846,929,1664,797,1566
ENSG00000063241.8,1365,1258,1460,1021,1140,784
ENSG00000063244.12,17176,18565,14731,13396,13256,10706
ENSG00000063245.14,6123,7388,4523,4357,4610,4137
ENSG00000063322.15,12573,21784,4213,5956,4899,7844
ENSG00000063438.17,114,22,99,23,156,23
ENSG00000063515.2,7,0,4,5,3,2
ENSG00000063587.14,3840,5566,1581,2569,1256,2522
ENSG00000063601.17,15845,14765,7176,7129,6951,8348
ENSG00000063660.9,19250,26517,23550,24006,17512,22837
ENSG00000063761.16,1111,1031,1106,767,967,599
ENSG00000063854.13,2716,2380,3121,2073,3021,1484
ENSG00000063978.16,5730,5166,3853,3416,3309,2740
ENSG00000064012.22,3487,3045,1122,998,1284,1011
ENSG00000064042.18,15992,8367,11286,6997,8388,7919
ENSG00000064102.15,2925,3090,1360,1423,1408,1644
ENSG00000064115.11,19461,15974,12164,8530,10120,9701
ENSG00000064195.7,763,147,376,54,619,36
ENSG00000064199.6,440,290,390,301,298,140
ENSG00000064201.15,126,486,75,90,42,57
ENSG00000064205.10,48,0,9,3,42,10
ENSG00000064218.5,28,6,18,31,16,40
ENSG00000064225.12,1304,1515,563,680,673,1213
ENSG00000064270.12,393,194,153,134,164,64
ENSG00000064300.9,3593,1237,4537,1265,4273,809
ENSG00000064309.14,8740,6043,6129,4029,3351,3543
ENSG00000064313.12,6993,5516,3128,2857,3268,2989
ENSG00000064393.16,12693,9157,5808,5226,4777,4779
ENSG00000064419.13,9214,8887,3725,3645,3718,3411
ENSG00000064489.23,480,629,402,433,330,393
ENSG00000064490.14,2062,2364,1641,1738,1557,1401
ENSG00000064545.15,1189,1781,796,1300,671,947
ENSG00000064547.14,1000,1359,751,908,616,736
ENSG00000064601.18,50667,28746,10926,9606,21214,13973
ENSG00000064607.17,20578,25213,11812,15227,9436,13054
ENSG00000064651.14,7323,7732,2684,3394,2490,3211
ENSG00000064652.11,1359,1233,819,679,700,602
ENSG00000064655.19,12120,12048,7676,7490,8534,8340
ENSG00000064666.15,8116,12978,9016,8269,5969,6197
ENSG00000064687.13,4724,3939,3469,2309,3111,1567
ENSG00000064692.19,11660,2447,7562,2043,5839,1762
ENSG00000064703.12,2041,2215,1120,1291,963,1161
ENSG00000064726.10,8621,8035,4354,4104,4210,3927
ENSG00000064763.11,857,827,441,459,372,395
ENSG00000064787.13,1047,26,747,31,741,17
ENSG00000064835.11,100,32,19,16,19,17
ENSG00000064886.14,14153,5494,4209,1931,5283,2807
ENSG00000064932.16,35891,30353,22846,16825,22642,15257
ENSG00000064933.17,3453,3967,1609,2243,1475,2168
ENSG00000064961.19,9171,6380,7399,4869,10146,4466
ENSG00000064989.13,4518,2316,297,509,464,771
ENSG00000064995.18,3484,3007,1959,1872,1790,1947
ENSG00000064999.15,11067,9719,6181,5683,5607,4982
ENSG00000065000.18,17441,15159,13067,10647,10806,7910
ENSG00000065029.15,5905,6325,3262,4074,2827,3232
ENSG00000065054.14,4794,1770,3785,1728,3783,1030
ENSG00000065057.9,3688,854,4045,1028,3542,481
ENSG00000065060.17,6571,6040,3091,2945,2733,2550
ENSG00000065135.12,12052,8864,5413,4557,5260,4043
ENSG00000065150.21,26958,29905,10127,11079,10490,12110
ENSG00000065154.12,9772,12090,3245,3887,3335,4878
ENSG00000065183.16,4707,4358,2033,1974,1855,1829
ENSG00000065243.20,17603,15567,5865,6032,5625,7063
ENSG00000065268.10,1919,1784,1230,1197,1110,954
ENSG00000065308.5,6307,9879,2335,5178,2669,6499
ENSG00000065320.9,4608,2323,5247,3234,3416,1872
ENSG00000065325.13,78,40,13,6,23,15
ENSG00000065328.16,450,546,508,279,525,144
ENSG00000065357.20,6487,6834,4128,2752,4097,2893
ENSG00000065361.15,2887,4279,2084,2867,2265,1295
ENSG00000065371.17,57,0,37,0,38,0
ENSG00000065413.20,1816,1651,685,912,478,425
ENSG00000065427.14,10259,7737,6958,5349,6670,4650
ENSG00000065457.10,2556,1939,1345,1108,1023,768
ENSG00000065485.20,1610,916,1179,644,962,674
ENSG00000065491.8,3025,2854,2008,1700,2115,1643
ENSG00000065518.8,4192,4119,3649,3299,3286,2883
