ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
3176	"ENSG00000256591"	"ENSG00000256591"	chr11	+	61438003	61438120	61438003	61438113	61445940	61446231	3176	1,0,0	178,78,72	0,1,0	171,65,90	57	50	1	1.0	0.005,0.0,0.0	0.0,0.013,0.0	-0.003
3178	"ENSG00000073008"	"ENSG00000073008"	chr19	+	44658741	44658900	44658741	44658765	44661291	44661323	3178	624,199,228	22,11,11	452,139,149	0,5,4	185	50	0.000112342877693	0.0023666193008346132	0.885,0.83,0.849	1.0,0.883,0.91	-0.076
3180	"ENSG00000246090"	"ENSG00000246090"	chr4	+	99204356	99204431	99204356	99204427	99286794	99287033	3180	23,3,1	3,0,0	0,7,9	0,0,0	54	50	1	1.0	0.877,1.0,1.0	NA,1.0,1.0	-0.041
3181	"ENSG00000089597"	"ENSG00000089597"	chr11	-	62639626	62639731	62639630	62639731	62639358	62639467	3181	818,593,541	5,22,19	677,569,463	26,39,27	54	50	2.18092557325e-05	0.000676389834037118	0.993,0.961,0.963	0.96,0.931,0.941	0.028
3183	"ENSG00000131848"	"ENSG00000131848"	chr19	-	56314619	56314839	56314680	56314839	56313282	56313384	3183	2,7,1	12,6,14	0,4,1	8,10,4	111	50	0.337583557124	0.8299476475442983	0.07,0.344,0.031	0.0,0.153,0.101	0.064
3184	"ENSG00000162231"	"ENSG00000162231"	chr11	-	62798538	62800486	62800376	62800486	62797317	62797386	3184	22978,7813,9947	3,0,4	35815,11358,15299	17,1,3	1888	50	0.941731652911	1.0	0.995,1.0,0.985	0.982,0.997,0.993	0.003
3185	"ENSG00000162231"	"ENSG00000162231"	chr11	-	62803791	62803978	62803799	62803978	62803418	62803572	3185	884,360,346	1,0,1	1479,490,505	3,0,0	58	50	1	1.0	0.999,1.0,0.997	0.998,1.0,1.0	-0.001
3186	"ENSG00000215883"	"ENSG00000215883"	chr1	-	54190737	54190896	54190747	54190896	54187651	54187739	3186	0,3,0	4,1,6	5,0,0	0,5,6	60	50	0.435507987339	0.9686148762230946	0.0,0.714,0.0	1.0,0.0,0.0	-0.095
3187	"ENSG00000104951"	"ENSG00000104951"	chr19	-	49895814	49896053	49895925	49896053	49895067	49895180	3187	1551,532,871	11,0,0	10,6,6	0,0,0	161	50	0.836597597702	1.0	0.978,1.0,1.0	1.0,1.0,1.0	-0.007
3188	"ENSG00000133316"	"ENSG00000133316"	chr11	-	62835918	62836036	62835960	62836036	62835694	62835841	3188	31,12,9	170,68,78	88,10,6	202,95,91	92	50	0.308542516346	0.7860529823167347	0.09,0.088,0.059	0.191,0.054,0.035	-0.014
3189	"ENSG00000133316"	"ENSG00000133316"	chr11	-	62839506	62839867	62839540	62839867	62839321	62839428	3189	361,133,141	7,3,0	581,193,132	0,1,1	84	50	0.175996209499	0.5394640162131324	0.968,0.963,1.0	1.0,0.991,0.987	-0.016
3195	"ENSG00000095564"	"ENSG00000095564"	chr10	+	91959064	91959282	91959064	91959154	91959784	91959880	3195	625,206,231	318,46,88	472,159,255	150,41,81	178	50	0.352300022392	0.8490943874812045	0.356,0.557,0.424	0.469,0.521,0.469	-0.041
3196	"ENSG00000170852"	"ENSG00000170852"	chr7	-	32879434	32879942	32879700	32879942	32874991	32875157	3196	3223,825,1028	54,4,14	2582,952,1410	38,6,22	316	50	0.821778323484	1.0	0.904,0.97,0.921	0.915,0.962,0.91	0.003
3197	"ENSG00000172663"	"ENSG00000172663"	chr11	-	67467164	67467388	67467311	67467388	67465055	67465267	3197	66,76,65	2,4,15	89,85,70	3,10,2	197	50	0.393340378122	0.9130239754120852	0.893,0.828,0.524	0.883,0.683,0.899	-0.073
3198	"ENSG00000172663"	"ENSG00000172663"	chr11	-	67468016	67468092	67468027	67468092	67467500	67467563	3198	10,14,12	11,30,27	5,25,6	20,14,11	61	50	0.641064290557	1.0	0.427,0.277,0.267	0.17,0.594,0.309	-0.034
3199	"ENSG00000172663"	"ENSG00000172663"	chr11	-	67468016	67468092	67468027	67468092	67467500	67467590	3199	12,16,18	35,79,67	29,26,15	65,76,46	61	50	0.0875579782655	0.3291531405166019	0.219,0.142,0.18	0.268,0.219,0.211	-0.052
3201	"ENSG00000135108"	"ENSG00000135108"	chr12	-	117174650	117174797	117174654	117174797	117174204	117174341	3201	137,103,62	4,0,0	108,77,72	0,5,0	54	50	0.468574467294	1.0	0.969,1.0,1.0	1.0,0.934,1.0	0.012
3204	"ENSG00000174483"	"ENSG00000174483"	chr11	+	66531655	66532205	66531655	66531742	66532295	66533603	3204	442,276,177	0,0,2	631,324,290	6,0,0	513	50	0.156610584059	0.499425584366147	1.0,1.0,0.896	0.911,1.0,1.0	-0.005
3205	"ENSG00000167283"	"ENSG00000167283"	chr11	+	118406936	118407097	118406936	118406976	118408999	118409199	3205	4378,3752,3549	0,16,11	3455,2887,2471	0,23,18	171	50	0.0812637556697	0.3136766921528783	1.0,0.986,0.99	1.0,0.973,0.976	0.009
3206	"ENSG00000175634"	"ENSG00000175634"	chr11	+	67429526	67432657	67429526	67429595	67432736	67432837	3206	1008,759,635	5,0,1	1119,880,637	0,2,0	3112	50	0.0161573594971	0.09646894052680295	0.764,1.0,0.911	1.0,0.876,1.0	-0.067
3207	"ENSG00000175634"	"ENSG00000175634"	chr11	+	67432951	67433194	67432951	67433042	67433339	67433447	3207	51,61,68	0,1,5	101,74,60	26,4,4	202	50	0.00440494470073	0.03753394035156194	1.0,0.938,0.771	0.49,0.821,0.788	0.203
3208	"ENSG00000162302"	"ENSG00000162302"	chr11	+	64359377	64359449	64359377	64359403	64360162	64360381	3208	121,234,156	3,3,0	98,85,69	0,0,2	96	50	0.624423077567	1.0	0.955,0.976,1.0	1.0,1.0,0.947	-0.005
3210	"ENSG00000133895"	"ENSG00000133895"	chr11	-	64807890	64808099	64807995	64808099	64807551	64807680	3210	326,234,235	0,0,0	431,206,236	11,0,0	155	50	0.0165754594337	0.09815221872625297	1.0,1.0,1.0	0.927,1.0,1.0	0.024
3211	"ENSG00000133895"	"ENSG00000133895"	chr11	-	64809649	64810132	64809664	64810132	64807890	64808099	3211	3,0,5	131,41,30	1,2,0	71,53,43	65	50	0.183246850909	0.5548341940065045	0.017,0.0,0.114	0.011,0.028,0.0	0.031
3212	"ENSG00000168958"	"ENSG00000168958"	chr2	+	227328677	227328899	227328677	227328789	227329605	227329783	3212	27,24,13	13,10,9	55,18,14	21,13,22	160	50	0.326544527472	0.8123593882791057	0.394,0.429,0.311	0.45,0.302,0.166	0.072
3214	"ENSG00000113073"	"ENSG00000113073"	chr5	+	140372241	140372486	140372241	140372397	140372744	140372843	3214	2,0,0	0,0,0	0,0,0	0,5,0	139	50	1	1.0	1.0,NA,NA	NA,0.0,NA	1.0
3215	"ENSG00000110046"	"ENSG00000110046"	chr11	-	64902509	64902680	64902515	64902680	64902259	64902386	3215	15,22,22	16,18,17	22,19,16	19,16,13	56	50	0.930031965497	1.0	0.456,0.522,0.536	0.508,0.515,0.524	-0.011
3216	"ENSG00000168070"	"ENSG00000168070"	chr11	-	64954042	64954802	64954756	64954802	64950354	64950430	3216	17,5,18	0,0,2	42,3,0	0,0,1	764	50	0.598730241839	1.0	1.0,1.0,0.371	1.0,1.0,0.0	0.124
3217	"ENSG00000110025"	"ENSG00000110025"	chr11	+	65032167	65032271	65032167	65032203	65032430	65032551	3217	16,9,10	81,87,45	17,8,9	73,74,53	118	50	0.956413423442	1.0	0.077,0.042,0.086	0.09,0.044,0.067	0.001
3219	"ENSG00000089356"	"ENSG00000089356"	chr19	+	35122764	35122954	35122764	35122839	35123270	35123308	3219	1162,1168,1719	0,1,8	43,146,151	0,0,0	165	50	1	1.0	1.0,0.997,0.985	1.0,1.0,1.0	-0.006
3220	"ENSG00000119689"	"ENSG00000119689"	chr14	+	74891055	74891193	74891055	74891167	74892833	74892986	3220	47,13,16	177,129,104	10,16,11	172,109,77	76	50	0.0113505452969	0.07487671387881152	0.149,0.062,0.092	0.037,0.088,0.086	0.031
3221	"ENSG00000180773"	"ENSG00000180773"	chr11	-	93182805	93182894	93182834	93182894	93181690	93181786	3221	50,16,31	8,9,1	48,52,20	10,11,9	79	50	0.417373899872	0.9466692924471062	0.798,0.529,0.952	0.752,0.749,0.584	0.065
3224	"ENSG00000031823"	"ENSG00000031823"	chr19	-	5931403	5931531	5931418	5931531	5927967	5928087	3224	109,108,84	74,64,55	146,93,83	61,65,50	65	50	0.39889784043	0.9214182791548521	0.531,0.565,0.54	0.648,0.524,0.561	-0.032
3225	"ENSG00000031823"	"ENSG00000031823"	chr19	-	5957906	5957973	5957917	5957973	5941798	5941835	3225	0,3,4	84,90,78	0,3,3	126,48,41	61	50	0.91370840435	1.0	0.0,0.027,0.04	0.0,0.049,0.057	-0.013
3226	"ENSG00000031823"	"ENSG00000031823"	chr19	-	5957906	5957973	5957917	5957973	5951392	5951596	3226	0,0,1	15,32,10	0,3,1	6,9,12	61	50	0.318944708909	0.8024828563310389	0.0,0.0,0.076	0.0,0.215,0.064	-0.068
3227	"ENSG00000173442"	"ENSG00000173442"	chr11	+	65581538	65583765	65581538	65582016	65584240	65584398	3227	9919,5129,5512	0,0,1	10208,4654,5090	0,0,0	1799	50	1	1.0	1.0,1.0,0.994	1.0,1.0,1.0	-0.002
3228	"ENSG00000175550"	"ENSG00000175550"	chr11	+	65919947	65920041	65919947	65919997	65920342	65920462	3228	1082,922,1041	1,4,1	987,694,568	0,0,1	94	50	1	1.0	0.998,0.992,0.998	1.0,1.0,0.997	-0.003
3229	"ENSG00000174547"	"ENSG00000174547"	chr11	-	66438631	66438848	66438709	66438848	66438163	66438259	3229	237,170,100	25,14,27	210,119,97	9,13,12	128	50	0.0928690488056	0.34391263090087465	0.787,0.826,0.591	0.901,0.781,0.759	-0.079
3230	"ENSG00000129187"	"ENSG00000129187"	chr4	-	182916285	182916539	182916418	182916539	182915880	182915888	3230	186,128,135	0,7,2	87,54,40	0,0,2	183	50	0.024774603323	0.13062972661218183	1.0,0.833,0.949	1.0,1.0,0.845	-0.021
3231	"ENSG00000173715"	"ENSG00000173715"	chr11	+	66788159	66788273	66788159	66788269	66796280	66796364	3231	2,0,0	37,15,25	0,0,0	54,16,11	54	50	1	1.0	0.048,0.0,0.0	0.0,0.0,0.0	0.016
3232	"ENSG00000173715"	"ENSG00000173715"	chr11	+	66801030	66801161	66801030	66801102	66803994	66804194	3232	5,12,7	36,30,26	27,2,2	43,33,11	109	50	0.641188780296	1.0	0.06,0.155,0.11	0.224,0.027,0.077	-0.001
3233	"ENSG00000166165"	"ENSG00000166165"	chr14	-	103520468	103520592	103520501	103520592	103520121	103520311	3233	398,142,200	0,0,0	202,448,169	0,5,3	83	50	0.651493251316	1.0	1.0,1.0,1.0	1.0,0.982,0.971	0.016
3235	"ENSG00000159459"	"ENSG00000159459"	chr15	-	43025373	43025429	43025380	43025429	43024828	43024983	3235	13,2,3	154,45,41	18,3,3	140,47,60	57	50	0.420605914639	0.9511017796343159	0.069,0.038,0.06	0.101,0.053,0.042	-0.01
3236	"ENSG00000159459"	"ENSG00000159459"	chr15	-	43025373	43026663	43026560	43026663	43024828	43024983	3236	203,49,40	5,0,0	273,73,101	0,0,0	1237	50	0.0105385471893	0.07107142015583434	0.621,1.0,1.0	1.0,1.0,1.0	-0.126
3237	"ENSG00000173120"	"ENSG00000173120"	chr11	+	67250085	67250798	67250085	67250346	67252693	67252857	3237	3619,2703,2742	29,4,3	3740,2343,2420	8,8,6	502	50	0.114189921156	0.3974841682639875	0.926,0.985,0.989	0.979,0.967,0.976	-0.007
3238	"ENSG00000155957"	"ENSG00000155957"	chr12	-	66168914	66169353	66169289	66169353	66153339	66153448	3238	53,31,19	7,2,2	71,45,38	3,0,0	425	50	0.000299938729847	0.004780820317986825	0.471,0.646,0.528	0.736,1.0,1.0	-0.364
3239	"ENSG00000175463"	"ENSG00000175463"	chr11	+	67406626	67406738	67406626	67406692	67406826	67407016	3239	10,2,2	10,0,2	11,13,6	20,2,1	96	50	0.700826804331	1.0	0.342,1.0,0.342	0.223,0.772,0.758	-0.023
3241	"ENSG00000214087"	"ENSG00000214087"	chr17	-	81682033	81683594	81683535	81683594	81681186	81681879	3241	1148,1159,884	0,2,0	1223,1250,945	0,0,0	1552	50	1	1.0	1.0,0.949,1.0	1.0,1.0,1.0	-0.017
3242	"ENSG00000214087"	"ENSG00000214087"	chr17	-	81682442	81682675	81682490	81682675	81682033	81682149	3242	36,57,38	12,11,5	47,59,40	0,11,12	98	50	0.297331557248	0.7684506566374815	0.605,0.726,0.795	1.0,0.732,0.63	-0.079
3243	"ENSG00000173040"	"ENSG00000173040"	chr4	-	5640513	5640838	5640521	5640838	5631792	5632032	3243	73,53,37	6,4,0	101,41,43	0,3,2	58	50	0.0895543391146	0.33422846788898947	0.913,0.92,1.0	1.0,0.922,0.949	-0.013
3245	"ENSG00000197345"	"ENSG00000197345"	chr11	-	68893321	68893455	68893402	68893455	68892889	68892993	3245	24,16,26	100,92,85	18,11,30	29,57,81	131	50	0.0978813236307	0.3567693466328709	0.084,0.062,0.105	0.192,0.069,0.124	-0.045
3246	"ENSG00000197345"	"ENSG00000197345"	chr11	-	68896468	68896678	68896514	68896678	68893402	68893455	3246	2,4,8	117,160,158	0,7,3	125,208,155	96	50	0.451950039228	0.9900467970215598	0.009,0.013,0.026	0.0,0.017,0.01	0.007
3247	"ENSG00000197345"	"ENSG00000197345"	chr11	-	68900534	68900605	68900547	68900605	68897926	68898012	3247	8,17,14	119,102,83	13,38,24	67,73,66	63	50	3.91731615147e-05	0.0010538996344858444	0.051,0.117,0.118	0.133,0.292,0.224	-0.121
3248	"ENSG00000198740"	"ENSG00000198740"	chr17	-	49316825	49317983	49317365	49317983	49312697	49312845	3248	550,197,148	12,6,7	578,260,198	15,9,8	590	50	0.780486295969	1.0	0.795,0.736,0.642	0.766,0.71,0.677	0.007
3249	"ENSG00000128581"	"ENSG00000128581"	chr7	-	101318123	101319032	101318955	101319032	101316339	101316542	3249	280,147,139	8,11,4	265,164,134	15,1,4	882	50	0.442789469536	0.9783022857570375	0.665,0.431,0.663	0.5,0.903,0.655	-0.1
3250	"ENSG00000177731"	"ENSG00000177731"	chr17	-	18245743	18246062	18245837	18246062	18245554	18245660	3250	1149,502,452	1,5,2	1068,697,493	4,1,7	144	50	0.949985556218	1.0	0.997,0.972,0.987	0.989,0.996,0.961	0.003
3251	"ENSG00000177731"	"ENSG00000177731"	chr17	-	18253543	18253719	18253598	18253719	18253300	18253458	3251	414,233,172	3,7,0	391,263,204	0,5,1	105	50	0.210972974117	0.6160757563387778	0.985,0.941,1.0	1.0,0.962,0.99	-0.009
3252	"ENSG00000106624"	"ENSG00000106624"	chr7	+	44111506	44111772	44111506	44111630	44111853	44112050	3252	116,47,10	177,100,52	318,103,40	385,141,111	192	50	0.0480055961816	0.2131143067067849	0.146,0.109,0.048	0.177,0.16,0.086	-0.04
3253	"ENSG00000172890"	"ENSG00000172890"	chr11	+	71458427	71458556	71458427	71458544	71463431	71463485	3253	1,0,0	158,108,68	0,4,0	164,74,60	62	50	1	1.0	0.005,0.0,0.0	0.0,0.042,0.0	-0.012
3254	"ENSG00000172890"	"ENSG00000172890"	chr11	+	71474394	71475622	71474394	71474526	71476032	71477438	3254	506,453,355	3,0,1	647,545,389	17,2,2	1146	50	0.00245099332996	0.023730959804450887	0.88,1.0,0.939	0.624,0.922,0.895	0.126
3255	"ENSG00000172890"	"ENSG00000172890"	chr11	+	71474394	71475622	71474394	71474526	71476200	71477225	3255	518,460,370	3,6,4	654,563,398	2,2,2	1146	50	0.028624321692	0.1452684325869	0.883,0.77,0.801	0.934,0.925,0.897	-0.101
3256	"ENSG00000083857"	"ENSG00000083857"	chr4	-	186596539	186597171	186597033	186597171	186595688	186595826	3256	1860,969,779	3,0,0	2990,2143,2506	0,1,1	544	50	1	1.0	0.983,1.0,1.0	1.0,0.995,0.996	-0.003
3258	"ENSG00000064201"	"ENSG00000064201"	chr11	+	2313653	2313755	2313653	2313708	2314484	2314571	3258	2,4,6	0,0,0	12,4,0	0,1,0	97	50	1	1.0	1.0,1.0,1.0	1.0,0.673,NA	0.163
3259	"ENSG00000127989"	"ENSG00000127989"	chr7	-	91880642	91880690	91880656	91880690	91880054	91880113	3259	5,3,4	35,24,26	0,1,2	60,19,21	64	50	0.000962728603516	0.011811939404677077	0.1,0.089,0.107	0.0,0.039,0.069	0.063
3261	"ENSG00000110200"	"ENSG00000110200"	chr11	-	72111411	72111496	72111441	72111496	72111156	72111281	3261	103,76,79	0,0,0	104,65,49	0,1,0	80	50	1	1.0	1.0,1.0,1.0	1.0,0.976,1.0	0.008
3262	"ENSG00000110200"	"ENSG00000110200"	chr11	-	72111411	72111496	72111441	72111496	72111156	72111286	3262	101,127,81	3,2,11	86,90,62	20,12,13	80	50	2.61100882306e-05	0.0007773843602523974	0.955,0.975,0.822	0.729,0.824,0.749	0.15
3263	"ENSG00000110200"	"ENSG00000110200"	chr11	-	72112649	72112780	72112733	72112780	72111411	72111496	3263	172,97,93	1,1,1	101,138,99	0,1,0	134	50	1	1.0	0.985,0.973,0.972	1.0,0.981,1.0	-0.017
3264	"ENSG00000105700"	"ENSG00000105700"	chr19	+	18557761	18557949	18557761	18557914	18560419	18560550	3264	4,10,7	1,6,3	8,10,7	6,2,2	85	50	0.762251599656	1.0	0.702,0.495,0.579	0.44,0.746,0.673	-0.028
3265	"ENSG00000180287"	"ENSG00000180287"	chr1	-	242265336	242265448	242265361	242265448	242219987	242220115	3265	51,36,23	4,1,1	20,17,12	0,0,0	75	50	0.0366821968777	0.17401287781822314	0.895,0.96,0.939	1.0,1.0,1.0	-0.069
3266	"ENSG00000180287"	"ENSG00000180287"	chr1	-	242348098	242348242	242348105	242348242	242288361	242288530	3266	8,4,6	12,41,24	13,4,6	0,22,5	57	50	0.0189741593829	0.1078099183257397	0.369,0.079,0.18	1.0,0.138,0.513	-0.341
3267	"ENSG00000154065"	"ENSG00000154065"	chr18	-	23629852	23629951	23629856	23629951	23619530	23619629	3267	133,149,117	18,13,19	57,65,88	25,16,16	54	50	0.00187454394457	0.01951448311526718	0.872,0.914,0.851	0.679,0.79,0.836	0.111
3268	"ENSG00000143473"	"ENSG00000143473"	chr1	-	211018782	211019256	211018863	211019256	210919639	210920069	3268	0,0,7	1,4,1	0,1,1	0,5,2	131	50	1	1.0	0.0,0.0,0.728	NA,0.071,0.16	0.127
3269	"ENSG00000175390"	"ENSG00000175390"	chr11	+	7991780	7991971	7991780	7991851	7992083	7992163	3269	104,42,62	730,654,508	182,77,86	908,570,540	170	50	0.000532397827263	0.007271219255524641	0.04,0.019,0.035	0.056,0.038,0.045	-0.015
3271	"ENSG00000121542"	"ENSG00000121542"	chr3	+	123204715	123204813	123204715	123204784	123209198	123209399	3271	3,5,0	0,0,0	8,9,6	0,1,0	79	50	1	1.0	1.0,1.0,NA	1.0,0.851,1.0	0.05
3272	"ENSG00000155508"	"ENSG00000155508"	chr5	+	154858638	154858797	154858638	154858768	154863206	154863395	3272	8,10,6	18,37,54	0,17,11	10,27,24	79	50	0.184761106089	0.5582835587235954	0.22,0.146,0.066	0.0,0.285,0.225	-0.026
3273	"ENSG00000155508"	"ENSG00000155508"	chr5	+	154858638	154858816	154858638	154858768	154863206	154863395	3273	45,40,28	18,37,54	31,48,23	10,27,24	98	50	0.271163588803	0.7227234083361563	0.561,0.355,0.209	0.613,0.476,0.328	-0.097
3275	"ENSG00000155508"	"ENSG00000155508"	chr5	+	154858638	154858816	154858638	154858801	154865191	154865385	3275	17,3,11	0,0,1	6,12,4	0,2,0	65	50	1	1.0	1.0,1.0,0.894	1.0,0.822,1.0	0.024
3276	"ENSG00000214517"	"ENSG00000214517"	chr11	+	74250953	74251715	74250953	74251018	74253491	74254703	3276	705,437,319	0,0,0	602,572,373	0,3,0	747	50	0.854784537361	1.0	1.0,1.0,1.0	1.0,0.927,1.0	0.024
3277	"ENSG00000140481"	"ENSG00000140481"	chr15	+	74332678	74333322	74332678	74332845	74333880	74333967	3277	9,15,8	6,3,1	0,11,0	0,1,0	527	50	1	1.0	0.125,0.322,0.431	NA,0.511,NA	-0.218
3278	"ENSG00000077514"	"ENSG00000077514"	chr11	+	74592604	74593037	74592604	74592718	74594060	74594116	3278	43,11,11	35,26,18	32,12,11	38,13,23	369	50	0.778362922723	1.0	0.143,0.054,0.076	0.102,0.111,0.061	-0.0
3279	"ENSG00000122085"	"ENSG00000122085"	chr2	-	241090277	241090449	241090302	241090449	241089979	241090044	3279	9,12,2	1,0,1	1,0,16	0,0,0	75	50	1	1.0	0.857,1.0,0.571	1.0,NA,1.0	-0.191
3280	"ENSG00000122085"	"ENSG00000122085"	chr2	-	241095129	241096438	241096392	241096438	241094276	241094432	3280	3111,2328,1666	0,2,2	3803,2390,2318	0,7,2	1313	50	0.174297416802	0.5357276417327819	1.0,0.978,0.969	1.0,0.929,0.978	0.013
3281	"ENSG00000108001"	"ENSG00000108001"	chr10	-	129873451	129873596	129873478	129873596	129867781	129867912	3281	6,0,2	22,7,4	7,2,0	1,3,5	77	50	0.254139784351	0.6976567576291487	0.15,0.0,0.245	0.82,0.302,0.0	-0.242
3282	"ENSG00000166435"	"ENSG00000166435"	chr11	-	74933800	74933872	74933824	74933872	74921213	74921347	3282	6,14,3	0,0,0	16,9,4	0,3,0	74	50	0.579297199443	1.0	1.0,1.0,1.0	1.0,0.67,1.0	0.11
3283	"ENSG00000166435"	"ENSG00000166435"	chr11	-	74933800	74933872	74933824	74933872	74930299	74930372	3283	38,32,12	0,5,0	34,17,16	0,4,0	74	50	0.93287595798	1.0	1.0,0.812,1.0	1.0,0.742,1.0	0.023
3284	"ENSG00000149273"	"ENSG00000149273"	chr11	+	75400693	75400824	75400693	75400777	75401639	75401733	3284	15494,13757,11999	24,13,18	17505,11441,9662	29,20,16	97	50	1	1.0	0.997,0.998,0.997	0.997,0.997,0.997	0.0
3285	"ENSG00000149273"	"ENSG00000149273"	chr11	+	75401639	75401725	75401639	75401705	75402379	75402446	3285	4205,4015,3152	906,833,710	4342,3359,2744	970,819,728	70	50	0.173903786801	0.5350609850646666	0.768,0.775,0.76	0.762,0.746,0.729	0.022
3286	"ENSG00000149273"	"ENSG00000149273"	chr11	+	75401639	75402446	75401639	75401733	75404019	75404207	3286	12027,9780,8541	40,23,22	13600,8428,7467	78,20,23	763	50	0.030539165625	0.15204895616638797	0.952,0.965,0.962	0.92,0.965,0.955	0.013
3287	"ENSG00000149273"	"ENSG00000149273"	chr11	+	75402351	75402446	75402351	75402379	75404671	75404868	3287	10540,8436,7381	24,58,91	11978,7429,6449	11,82,82	117	50	0.707858110135	1.0	0.995,0.984,0.972	0.998,0.975,0.971	0.002
3289	"ENSG00000105325"	"ENSG00000105325"	chr19	+	3534420	3534522	3534420	3534513	3534794	3534836	3289	33,18,8	312,123,106	54,11,15	244,140,90	59	50	0.0507787150539	0.22103093706697602	0.082,0.11,0.06	0.158,0.062,0.124	-0.031
3291	"ENSG00000137474"	"ENSG00000137474"	chr11	+	77208696	77209356	77208696	77208803	77211151	77211337	3291	2,5,1	11,12,17	0,6,4	19,67,18	603	50	0.632139607646	1.0	0.015,0.033,0.005	0.0,0.007,0.018	0.009
3293	"ENSG00000179988"	"ENSG00000179988"	chr10	+	122983271	122983514	122983271	122983470	122986299	122986375	3293	1,3,3	33,9,19	23,2,5	14,11,6	94	50	0.00013743755618	0.0026571260861466667	0.016,0.151,0.077	0.466,0.088,0.307	-0.206
3294	"ENSG00000112306"	"ENSG00000112306"	chr6	+	132814971	132815224	132814971	132815088	132816460	132816563	3294	3108,1213,1140	8683,7461,7356	5280,1485,1632	9244,6981,6493	186	50	5.99905497733e-06	0.00029030684403734104	0.088,0.042,0.04	0.133,0.054,0.063	-0.027
3295	"ENSG00000112306"	"ENSG00000112306"	chr6	+	132814971	132815224	132814971	132815088	132817479	132817564	3295	2395,970,871	0,0,0	3881,1169,1300	0,2,0	186	50	1	1.0	1.0,1.0,1.0	1.0,0.994,1.0	0.002
3296	"ENSG00000103485"	"ENSG00000103485"	chr16	+	29694663	29695199	29694663	29694755	29696995	29697127	3296	1107,348,537	0,0,2	1723,583,744	1,2,0	494	50	1	1.0	1.0,1.0,0.965	0.994,0.967,1.0	0.001
3297	"ENSG00000174837"	"ENSG00000174837"	chr19	+	6928144	6928310	6928144	6928211	6934986	6935078	3297	7,3,4	36,29,29	0,0,0	15,0,0	149	50	1	1.0	0.061,0.034,0.044	0.0,NA,NA	0.046
3300	"ENSG00000141504"	"ENSG00000141504"	chr17	-	7627362	7627802	7627552	7627802	7627142	7627226	3300	402,302,226	1,0,0	840,405,319	0,5,5	240	50	0.0672693187522	0.27299172518836623	0.988,1.0,1.0	1.0,0.944,0.93	0.038
3301	"ENSG00000085998"	"ENSG00000085998"	chr1	-	46196730	46196849	46196778	46196849	46196011	46196077	3301	287,265,198	2,5,6	205,171,166	33,3,1	98	50	0.00199357493587	0.0206573217252794	0.987,0.964,0.944	0.76,0.967,0.988	0.06
3302	"ENSG00000135452"	"ENSG00000135452"	chr12	+	57745038	57745231	57745038	57745217	57745744	57745912	3302	5,2,0	101,42,56	33,6,0	145,51,49	64	50	7.44714422396e-05	0.0017232614561764436	0.037,0.036,0.0	0.151,0.084,0.0	-0.054
3303	"ENSG00000150672"	"ENSG00000150672"	chr11	-	85626586	85626753	85626598	85626753	85598656	85598788	3303	10,3,1	63,23,14	0,4,4	96,21,43	62	50	0.0256724615451	0.13394066969674837	0.113,0.095,0.054	0.0,0.133,0.07	0.02
3304	"ENSG00000150672"	"ENSG00000150672"	chr11	-	85626586	85626753	85626598	85626753	85625106	85625251	3304	1,3,1	1,0,0	0,2,2	0,1,3	62	50	1	1.0	0.446,1.0,1.0	NA,0.617,0.35	0.332
3305	"ENSG00000171202"	"ENSG00000171202"	chr11	+	85654062	85654256	85654062	85654234	85655593	85655708	3305	208,98,124	18,2,3	241,119,102	18,2,12	72	50	0.338858992066	0.8310512128318265	0.889,0.971,0.966	0.903,0.976,0.855	0.031
3306	"ENSG00000102780"	"ENSG00000102780"	chr13	+	42198477	42198595	42198477	42198593	42199565	42199676	3306	50,11,9	0,0,0	46,10,18	0,2,0	52	50	1	1.0	1.0,1.0,1.0	1.0,0.828,1.0	0.057
3307	"ENSG00000187323"	"ENSG00000187323"	chr18	+	53486796	53486958	53486796	53486952	53499297	53499510	3307	64,95,69	36,128,82	0,17,13	6,18,10	56	50	0.363587210618	0.8666129424534471	0.613,0.399,0.429	0.0,0.457,0.537	0.149
3308	"ENSG00000169129"	"ENSG00000169129"	chr10	-	114297219	114297413	114297231	114297413	114296977	114297100	3308	460,334,258	101,69,84	578,313,317	141,76,92	62	50	0.686604671748	1.0	0.786,0.796,0.712	0.768,0.769,0.735	0.007
3310	"ENSG00000196730"	"ENSG00000196730"	chr9	+	87497680	87498107	87497680	87497772	87498969	87499139	3310	96,45,61	15,6,1	122,122,79	2,9,1	385	50	0.0661019456245	0.2695993508301525	0.454,0.493,0.888	0.888,0.638,0.911	-0.201
3311	"ENSG00000051009"	"ENSG00000051009"	chr11	-	6218557	6218763	6218599	6218763	6217370	6218150	3311	66,39,41	85,60,51	70,23,38	92,65,53	92	50	0.292573319851	0.7612579963497087	0.297,0.261,0.304	0.293,0.161,0.28	0.043
