ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
3268	"ENSG00000139350"	"ENSG00000139350"	chr12	+	96907603	96907856	96907603	96907624	96907701	96907856	3268	129,87,77	0,2,9	77,74,56	6,2,2	127	50	0.759228494842	1.0	1.0,0.945,0.771	0.835,0.936,0.917	0.009
3269	"ENSG00000198276"	"ENSG00000198276"	chr20	-	63940949	63941208	63940949	63941043	63941109	63941208	3269	69,26,12	81,87,68	42,37,31	194,87,113	116	50	0.153586507627	0.3656987661198103	0.269,0.114,0.071	0.085,0.155,0.106	0.036
3270	"ENSG00000198276"	"ENSG00000198276"	chr20	-	63945804	63946267	63945804	63945975	63946160	63946267	3270	140,97,53	101,44,48	193,105,78	85,57,40	235	50	0.0762277884324	0.2213948374141995	0.228,0.319,0.19	0.326,0.282,0.293	-0.055
3271	"ENSG00000177595"	"ENSG00000177595"	chr11	-	799184	800244	799184	799565	799814	800244	3271	38,55,20	103,92,81	99,84,61	147,106,72	299	50	8.4649012238e-05	0.001164931547794783	0.058,0.091,0.04	0.101,0.117,0.124	-0.051
3272	"ENSG00000177595"	"ENSG00000177595"	chr11	-	799814	800244	799814	800014	800130	800244	3272	86,104,75	88,81,76	171,144,115	100,58,74	166	50	0.000541967076251	0.005231321276918224	0.227,0.279,0.229	0.34,0.428,0.319	-0.117
3273	"ENSG00000177595"	"ENSG00000177595"	chr11	-	800761	801120	800761	800912	800984	801120	3273	105,41,35	64,43,45	143,78,69	61,62,43	122	50	0.0571675496894	0.18224067143632927	0.402,0.281,0.242	0.49,0.34,0.397	-0.101
3274	"ENSG00000177595"	"ENSG00000177595"	chr11	-	800761	801120	800761	800912	801001	801120	3274	137,52,48	13,24,9	182,88,80	14,10,19	139	50	0.22299522338	0.47244079089258995	0.791,0.438,0.657	0.824,0.76,0.602	-0.1
3275	"ENSG00000177595"	"ENSG00000177595"	chr11	-	800761	801120	800761	800912	801017	801120	3275	169,74,69	4,2,1	212,100,102	0,9,4	155	50	0.389961863676	0.6832212078878928	0.932,0.923,0.957	1.0,0.782,0.892	0.046
3276	"ENSG00000177595"	"ENSG00000177595"	chr11	-	801444	802090	801444	801624	801964	802090	3276	39,63,14	47,48,44	206,41,36	66,69,47	390	50	0.107627903723	0.2823308431545583	0.096,0.144,0.039	0.286,0.071,0.089	-0.056
3277	"ENSG00000177595"	"ENSG00000177595"	chr11	-	802681	803647	802681	802891	803173	803647	3277	350,282,203	25,5,16	427,340,235	7,23,5	332	50	0.177035841049	0.4027305381616147	0.678,0.895,0.656	0.902,0.69,0.876	-0.08
3278	"ENSG00000177697"	"ENSG00000177697"	chr11	+	836250	836843	836250	836442	836768	836843	3278	355,156,172	345,110,140	378,284,209	442,226,212	376	50	0.16448750512	0.38248061480334133	0.12,0.159,0.14	0.102,0.143,0.116	0.019
3279	"ENSG00000165282"	"ENSG00000165282"	chr9	-	35091239	35092767	35091239	35091291	35092542	35092767	3279	1905,1315,1031	40,7,7	2030,1163,925	14,11,13	1301	50	0.674686956981	0.9519473662255589	0.647,0.878,0.85	0.848,0.803,0.732	-0.003
3280	"ENSG00000089685"	"ENSG00000089685"	chr17	+	78215965	78216781	78215965	78216034	78216663	78216781	3280	42,25,15	7,10,3	12,2,5	0,0,0	679	50	1.07478204114e-09	1.1390301231548133e-07	0.306,0.155,0.269	1.0,1.0,1.0	-0.757
3282	"ENSG00000182208"	"ENSG00000182208"	chr11	-	1480392	1480885	1480392	1480486	1480724	1480885	3282	195,95,111	66,74,80	200,97,48	38,53,42	288	50	0.419608363171	0.7200200163102964	0.339,0.182,0.194	0.477,0.241,0.166	-0.056
3284	"ENSG00000129657"	"ENSG00000129657"	chr17	+	77088748	77089271	77088748	77088949	77089152	77089271	3284	204,57,35	33,26,17	176,58,35	61,9,10	253	50	0.641157328055	0.9196043434459144	0.55,0.302,0.289	0.363,0.56,0.409	-0.064
3285	"ENSG00000129657"	"ENSG00000129657"	chr17	+	77088748	77089271	77088748	77088985	77089152	77089271	3285	154,53,34	7,0,1	142,46,33	0,0,0	217	50	0.000540368438048	0.00522721517454546	0.835,1.0,0.887	1.0,1.0,1.0	-0.093
3286	"ENSG00000129657"	"ENSG00000129657"	chr17	+	77213917	77216802	77213917	77214019	77216548	77216802	3286	8638,3935,3879	19,4,4	4749,2992,2395	1,5,5	2579	50	0.149533563154	0.3588956027586441	0.898,0.95,0.949	0.989,0.921,0.903	-0.005
3287	"ENSG00000162300"	"ENSG00000162300"	chr11	+	65084241	65084800	65084241	65084360	65084690	65084800	3287	235,243,147	0,3,2	104,138,109	0,3,2	380	50	0.634304988332	0.9152800270364018	1.0,0.914,0.906	1.0,0.858,0.878	0.028
3288	"ENSG00000162300"	"ENSG00000162300"	chr11	+	65084241	65084800	65084241	65084378	65084690	65084800	3288	191,193,114	83,90,79	90,93,84	46,83,62	362	50	0.0245962530977	0.09848827121992551	0.241,0.229,0.166	0.213,0.134,0.158	0.044
3289	"ENSG00000136068"	"ENSG00000136068"	chr3	+	58168439	58169793	58168439	58168658	58169589	58169793	3289	1066,366,411	1065,929,885	429,146,179	893,382,583	981	50	5.15923821595e-05	0.0007988443848008295	0.049,0.02,0.023	0.024,0.019,0.015	0.011
3291	"ENSG00000172803"	"ENSG00000172803"	chr11	+	65849919	65850554	65849919	65850271	65850430	65850554	3291	82,2,7	7,0,0	202,21,72	2,0,2	209	50	0.0254073080977	0.10089913048217218	0.737,1.0,1.0	0.96,1.0,0.896	-0.04
3292	"ENSG00000104872"	"ENSG00000104872"	chr19	-	49447826	49448010	49447826	49447908	49448000	49448010	3292	119,145,88	179,142,112	160,108,78	221,148,71	142	50	0.940001394402	1.0	0.19,0.264,0.217	0.203,0.204,0.279	-0.005
3293	"ENSG00000128604"	"ENSG00000128604"	chr7	+	128947022	128947535	128947022	128947056	128947229	128947535	3293	59,47,43	32,25,16	25,2,1	0,2,0	223	50	0.00663625000503	0.036086974086645456	0.292,0.297,0.376	1.0,0.183,1.0	-0.406
3294	"ENSG00000128604"	"ENSG00000128604"	chr7	+	128947022	128947535	128947022	128947056	128947277	128947535	3294	88,74,63	18,11,21	25,2,1	0,2,0	271	50	0.0236713302104	0.09599368518146054	0.474,0.554,0.356	1.0,0.156,1.0	-0.257
3295	"ENSG00000128604"	"ENSG00000128604"	chr7	+	128947277	128947535	128947277	128947306	128947336	128947535	3295	69,25,60	0,19,0	0,2,1	0,0,0	80	50	1	1.0	1.0,0.451,1.0	NA,1.0,1.0	-0.183
3298	"ENSG00000185621"	"ENSG00000185621"	chr3	+	197976028	197976715	197976028	197976111	197976597	197976715	3298	49,28,15	17,5,8	57,38,26	6,3,8	536	50	0.054315519617	0.17644166404414718	0.212,0.343,0.149	0.47,0.542,0.233	-0.18
3299	"ENSG00000025434"	"ENSG00000025434"	chr11	+	47261546	47262018	47261546	47261726	47261918	47262018	3299	148,103,65	165,87,78	72,60,60	123,20,55	242	50	0.471949401336	0.7702692316808295	0.156,0.197,0.147	0.108,0.383,0.184	-0.058
3300	"ENSG00000110330"	"ENSG00000110330"	chr11	+	102348597	102350749	102348597	102348764	102349877	102350749	3300	11677,2842,3027	2,2,0	7387,2230,2796	0,0,0	1163	50	1	1.0	0.996,0.984,1.0	1.0,1.0,1.0	-0.007
3301	"ENSG00000270647"	"ENSG00000270647"	chr17	+	35820023	35820437	35820023	35820075	35820331	35820437	3301	0,6,8	0,0,3	4,3,4	8,1,1	306	50	1	1.0	NA,1.0,0.303	0.076,0.329,0.395	0.385
3302	"ENSG00000270647"	"ENSG00000270647"	chr17	+	35844476	35845038	35844476	35844728	35844857	35845038	3302	4,1,1	31,18,19	1,1,5	20,15,21	179	50	0.567119236762	0.8617916033460015	0.035,0.015,0.014	0.014,0.018,0.062	-0.01
3304	"ENSG00000122515"	"ENSG00000122515"	chr7	+	44761448	44761905	44761448	44761593	44761694	44761905	3304	292,249,171	356,375,242	219,215,150	205,242,143	151	50	0.00610549633117	0.034134949593610464	0.214,0.18,0.19	0.261,0.227,0.258	-0.054
3305	"ENSG00000161551"	"ENSG00000161551"	chr19	-	51886820	51887936	51886820	51886912	51887831	51887936	3305	1265,574,515	0,2,1	1297,718,733	0,1,1	969	50	1	1.0	1.0,0.937,0.964	1.0,0.974,0.974	-0.016
3306	"ENSG00000161551"	"ENSG00000161551"	chr19	-	51886820	51887951	51886820	51886912	51887895	51887951	3306	1319,631,557	3,5,1	1336,768,781	10,1,5	1033	50	0.239868049328	0.49714503574325597	0.955,0.859,0.964	0.866,0.974,0.883	0.018
3307	"ENSG00000206560"	"ENSG00000206560"	chr3	-	15686001	15686309	15686001	15686119	15686221	15686309	3307	17,0,4	256,98,70	47,1,0	348,88,144	152	50	0.0633673577413	0.1955897463619646	0.021,0.0,0.018	0.043,0.004,0.0	-0.003
3309	"ENSG00000111679"	"ENSG00000111679"	chr12	+	6951608	6952177	6951608	6951731	6951911	6952177	3309	89,70,19	5,9,4	174,89,95	0,1,0	230	50	8.64412430523e-10	9.586936932939969e-08	0.795,0.628,0.508	1.0,0.951,1.0	-0.34
3310	"ENSG00000111679"	"ENSG00000111679"	chr12	+	6951608	6952177	6951608	6951731	6951982	6952177	3310	146,97,34	68,52,31	259,107,123	7,44,22	301	50	0.00208773192461	0.015364558573799848	0.263,0.237,0.154	0.86,0.288,0.482	-0.325
3311	"ENSG00000111679"	"ENSG00000111679"	chr12	+	6951608	6952177	6951608	6951731	6952016	6952177	3311	203,160,85	6,1,0	340,158,185	12,5,2	335	50	0.0877459754529	0.24286741551647134	0.835,0.96,1.0	0.809,0.825,0.932	0.076
3312	"ENSG00000111679"	"ENSG00000111679"	chr12	+	6951608	6952177	6951608	6951731	6952112	6952177	3312	438,344,220	1,4,1	492,279,324	0,1,8	431	50	0.629852525204	0.9109180575910333	0.981,0.909,0.962	1.0,0.97,0.825	0.019
3313	"ENSG00000111679"	"ENSG00000111679"	chr12	+	6954804	6954994	6954804	6954853	6954953	6954994	3313	432,275,182	7,12,12	362,243,175	14,2,12	150	50	0.940301033536	1.0	0.954,0.884,0.835	0.896,0.976,0.829	-0.009
3314	"ENSG00000167103"	"ENSG00000167103"	chr9	-	127927152	127927331	127927152	127927208	127927296	127927331	3314	14,5,8	5,0,4	10,4,11	0,2,1	138	50	0.07344781474	0.2155523867661908	0.504,1.0,0.42	1.0,0.42,0.799	-0.098
3315	"ENSG00000168818"	"ENSG00000168818"	chr4	-	4418967	4420944	4418967	4420129	4420863	4420944	3315	150,198,94	132,102,104	226,155,137	110,79,82	784	50	0.00338510857895	0.022032636788556534	0.068,0.11,0.055	0.116,0.111,0.096	-0.03
3316	"ENSG00000168818"	"ENSG00000168818"	chr4	-	4457190	4457500	4457190	4457257	4457422	4457500	3316	17,3,2	103,69,74	19,5,2	129,61,51	215	50	0.540813638127	0.8369921461175706	0.037,0.01,0.006	0.033,0.019,0.009	-0.003
3317	"ENSG00000171877"	"ENSG00000171877"	chr15	-	43873274	43874462	43873274	43873939	43874118	43874462	3317	2,17,7	0,0,0	8,8,13	0,0,1	229	50	1	1.0	1.0,1.0,1.0	1.0,1.0,0.739	0.087
3318	"ENSG00000134909"	"ENSG00000134909"	chr11	-	128972452	128975002	128972452	128973432	128974123	128975002	3318	157,49,37	70,41,24	65,67,30	48,19,21	741	50	0.808783295782	1.0	0.131,0.075,0.094	0.084,0.192,0.088	-0.021
3319	"ENSG00000110148"	"ENSG00000110148"	chr11	+	6270645	6272127	6270645	6270803	6271010	6272127	3319	1,0,0	0,1,2	0,0,0	0,0,2	257	50	1	1.0	1.0,0.0,0.0	NA,NA,0.0	0.333
3320	"ENSG00000166340"	"ENSG00000166340"	chr11	-	6618775	6619267	6618775	6618915	6619195	6619267	3320	193,75,50	166,141,104	118,54,25	156,77,51	330	50	0.651360611537	0.9292069268381552	0.15,0.075,0.068	0.103,0.096,0.069	0.008
3321	"ENSG00000173020"	"ENSG00000173020"	chr11	+	67280731	67281184	67280731	67280783	67281092	67281184	3321	152,130,88	172,158,134	169,158,87	206,124,87	359	50	0.0661698953761	0.20138113021609502	0.11,0.103,0.084	0.103,0.151,0.122	-0.026
3322	"ENSG00000173020"	"ENSG00000173020"	chr11	+	67281821	67282542	67281821	67281952	67282270	67282542	3322	88,78,77	200,122,129	159,91,52	214,122,75	368	50	0.0319306687413	0.11924617010748607	0.056,0.08,0.075	0.092,0.092,0.086	-0.02
3323	"ENSG00000173020"	"ENSG00000173020"	chr11	+	67282270	67282542	67282270	67282365	67282434	67282542	3323	26,36,25	143,88,68	40,23,23	99,78,45	119	50	0.166582502741	0.3860213583925311	0.071,0.147,0.134	0.145,0.11,0.177	-0.027
3324	"ENSG00000173020"	"ENSG00000173020"	chr11	+	67283706	67283949	67283706	67283773	67283853	67283949	3324	12,19,15	140,112,85	55,17,6	163,123,64	130	50	0.0348622287615	0.12798919858629215	0.032,0.061,0.064	0.115,0.05,0.035	-0.014
3325	"ENSG00000173020"	"ENSG00000173020"	chr11	+	67284846	67285188	67284846	67284983	67285074	67285188	3325	22,17,26	169,151,118	36,21,12	133,83,68	141	50	0.0216995911523	0.09014403327989433	0.044,0.038,0.072	0.088,0.082,0.059	-0.025
3326	"ENSG00000137955"	"ENSG00000137955"	chr1	+	75789951	75790274	75789951	75790057	75790151	75790274	3326	447,214,139	115,49,42	217,148,108	108,40,40	144	50	0.0287608629794	0.1107026275615485	0.574,0.603,0.535	0.411,0.562,0.484	0.085
3328	"ENSG00000025770"	"ENSG00000025770"	chr22	+	50523016	50523472	50523016	50523166	50523234	50523472	3328	30,25,26	122,106,149	85,43,45	195,110,94	118	50	3.27248394001e-05	0.0005400164674708543	0.094,0.091,0.069	0.156,0.142,0.169	-0.071
3330	"ENSG00000057608"	"ENSG00000057608"	chr10	-	5766240	5766638	5766240	5766295	5766493	5766638	3330	76,32,44	1017,688,618	44,37,60	675,591,518	248	50	0.191945884374	0.4249721089041811	0.015,0.009,0.014	0.013,0.012,0.023	-0.003
3331	"ENSG00000102786"	"ENSG00000102786"	chr13	-	51383328	51383741	51383328	51383461	51383588	51383741	3331	14,3,0	446,86,103	0,2,3	431,93,161	177	50	1	1.0	0.009,0.01,0.0	0.0,0.006,0.005	0.003
3332	"ENSG00000182400"	"ENSG00000182400"	chr14	-	39158284	39159550	39158284	39158402	39159449	39159550	3332	220,94,78	8,7,8	142,87,69	19,7,12	1097	50	0.0443785425514	0.1536973634187557	0.556,0.38,0.308	0.254,0.362,0.208	0.14
3333	"ENSG00000182400"	"ENSG00000182400"	chr14	-	39158284	39159550	39158284	39158402	39159482	39159550	3333	255,98,84	106,59,85	185,100,75	48,41,27	1130	50	0.000155883100116	0.0018470903998125412	0.096,0.068,0.042	0.146,0.097,0.109	-0.049
3335	"ENSG00000102225"	"ENSG00000102225"	chrX	+	47225964	47226703	47225964	47226027	47226582	47226703	3335	1682,1044,830	2,7,3	1442,935,818	2,2,4	605	50	0.408866784309	0.7062244456246364	0.986,0.925,0.958	0.983,0.975,0.944	-0.011
3336	"ENSG00000102225"	"ENSG00000102225"	chrX	+	47226993	47227223	47226993	47227099	47227159	47227223	3336	61,44,28	3,5,4	23,32,49	1,5,5	110	50	0.836466872482	1.0	0.902,0.8,0.761	0.913,0.744,0.817	-0.004
3337	"ENSG00000102225"	"ENSG00000102225"	chrX	+	47226993	47227223	47226993	47227099	47227180	47227223	3337	77,56,30	245,263,232	40,37,53	228,180,176	131	50	0.893248804182	1.0	0.107,0.075,0.047	0.063,0.073,0.103	-0.003
3338	"ENSG00000102225"	"ENSG00000102225"	chrX	+	47228566	47228990	47228566	47228644	47228730	47228990	3338	55,23,20	337,251,237	31,34,22	321,219,185	136	50	0.910566916312	1.0	0.057,0.033,0.03	0.034,0.054,0.042	-0.003
3340	"ENSG00000102901"	"ENSG00000102901"	chr16	-	67829764	67830548	67829764	67830088	67830389	67830548	3340	1562,864,761	54,34,26	2304,1097,1166	52,44,32	351	50	0.160484801243	0.3759096351315653	0.805,0.784,0.807	0.863,0.78,0.838	-0.028
3341	"ENSG00000102901"	"ENSG00000102901"	chr16	-	67829764	67831358	67829764	67830088	67831215	67831358	3341	3117,1687,1451	0,0,1	4237,2248,2224	0,0,0	1177	50	1	1.0	1.0,1.0,0.984	1.0,1.0,1.0	-0.005
3342	"ENSG00000102901"	"ENSG00000102901"	chr16	-	67829764	67831358	67829764	67830548	67831215	67831358	3342	1066,575,479	81,67,57	1191,820,772	154,74,60	717	50	0.937996331381	1.0	0.479,0.374,0.369	0.35,0.436,0.473	-0.012
3343	"ENSG00000102901"	"ENSG00000102901"	chr16	-	67832011	67832545	67832011	67832108	67832227	67832545	3343	34,6,4	222,86,107	54,20,15	234,192,143	169	50	0.0455724616128	0.15613151539615172	0.043,0.02,0.011	0.064,0.03,0.03	-0.017
3344	"ENSG00000102901"	"ENSG00000102901"	chr16	-	67832011	67832545	67832011	67832136	67832227	67832545	3344	31,6,4	0,3,2	53,18,13	0,0,0	141	50	0.00176682391199	0.013524852706709967	1.0,0.415,0.415	1.0,1.0,1.0	-0.39
3345	"ENSG00000102901"	"ENSG00000102901"	chr16	-	67832011	67832545	67832011	67832108	67832454	67832545	3345	325,149,155	14,8,2	502,255,204	0,0,3	396	50	3.58763220243e-08	2.1122738238751444e-06	0.746,0.702,0.907	1.0,1.0,0.896	-0.18
3346	"ENSG00000102901"	"ENSG00000102901"	chr16	-	67832227	67832545	67832227	67832315	67832454	67832545	3346	130,70,74	113,87,53	276,100,86	186,103,84	189	50	0.513393387002	0.8115284506548724	0.233,0.176,0.27	0.282,0.204,0.213	-0.007
3347	"ENSG00000102901"	"ENSG00000102901"	chr16	-	67832227	67832545	67832227	67832350	67832454	67832545	3347	73,55,54	1,1,2	224,82,67	0,0,8	154	50	0.478961690475	0.7782425766803098	0.96,0.947,0.898	1.0,1.0,0.731	0.025
3348	"ENSG00000102901"	"ENSG00000102901"	chr16	-	67832227	67832545	67832227	67832354	67832454	67832545	3348	73,55,54	10,5,5	224,80,67	16,8,8	150	50	0.556153738623	0.852280584670015	0.709,0.786,0.783	0.824,0.769,0.736	-0.017
3350	"ENSG00000197170"	"ENSG00000197170"	chr17	-	67357302	67357578	67357302	67357431	67357518	67357578	3350	34,19,10	275,94,92	67,9,10	87,68,64	137	50	0.000952488894454	0.008146350195374435	0.043,0.069,0.038	0.219,0.046,0.054	-0.056
3351	"ENSG00000144591"	"ENSG00000144591"	chr2	+	219500120	219502037	219500120	219500218	219501475	219502037	3351	112,116,72	97,76,55	208,137,83	138,86,57	1307	50	0.306112866852	0.58347412550647	0.042,0.055,0.048	0.055,0.057,0.053	-0.007
3352	"ENSG00000144591"	"ENSG00000144591"	chr2	+	219501475	219502037	219501475	219501579	219501850	219502037	3352	90,84,44	81,56,56	170,68,77	72,56,34	321	50	0.00301362786682	0.020414760364864462	0.148,0.189,0.109	0.269,0.159,0.261	-0.081
3353	"ENSG00000144591"	"ENSG00000144591"	chr2	+	219505457	219505761	219505457	219505555	219505694	219505761	3353	60,60,44	2,0,3	186,33,58	10,6,3	189	50	0.0242859879021	0.09749147837130884	0.888,1.0,0.795	0.831,0.593,0.836	0.141
3354	"ENSG00000144591"	"ENSG00000144591"	chr2	+	219505457	219505761	219505457	219505555	219505714	219505761	3354	69,66,44	23,29,31	220,35,58	57,35,29	209	50	0.918540913579	1.0	0.418,0.353,0.253	0.48,0.193,0.324	0.009
3356	"ENSG00000144591"	"ENSG00000144591"	chr2	+	219506253	219506987	219506253	219506422	219506697	219506987	3356	6,19,12	68,39,41	19,20,18	32,38,58	325	50	0.0206875129627	0.08707744864882287	0.013,0.07,0.043	0.084,0.075,0.046	-0.026
3358	"ENSG00000128815"	"ENSG00000128815"	chr10	+	48966525	48969248	48966525	48966673	48969063	48969248	3358	164,71,113	62,5,11	40,31,50	6,0,6	2440	50	0.335151152719	0.6165405175852539	0.051,0.225,0.174	0.12,1.0,0.146	-0.272
3359	"ENSG00000110680"	"ENSG00000110680"	chr11	-	14967673	14968997	14967673	14967854	14968825	14968997	3359	675,738,270	4,0,1	38,7,2	0,0,0	1021	50	0.291530852625	0.5637407679854787	0.892,1.0,0.93	1.0,1.0,1.0	-0.059
3360	"ENSG00000136450"	"ENSG00000136450"	chr17	-	58004922	58005973	58004922	58005041	58005800	58005973	3360	22957,9969,8663	3,1,6	24186,11061,11382	2,5,0	809	50	1	1.0	0.998,0.998,0.989	0.999,0.993,1.0	-0.002
3365	"ENSG00000213619"	"ENSG00000213619"	chr11	+	47580524	47580984	47580524	47580622	47580834	47580984	3365	146,111,94	243,170,165	172,130,102	198,132,105	262	50	0.000729424710901	0.0065883076634221	0.103,0.111,0.098	0.142,0.158,0.156	-0.048
3366	"ENSG00000167535"	"ENSG00000167535"	chr12	+	48824668	48825243	48824668	48824733	48825162	48825243	3366	130,149,76	4,7,2	183,148,76	13,4,2	479	50	0.577301279309	0.8712465517766991	0.772,0.69,0.799	0.595,0.794,0.799	0.024
3367	"ENSG00000135596"	"ENSG00000135596"	chr6	-	109446135	109446772	109446135	109446357	109446695	109446772	3367	315,197,252	10,0,6	202,296,124	2,5,2	388	50	0.417623197909	0.7176310989371261	0.802,1.0,0.844	0.929,0.884,0.889	-0.019
3368	"ENSG00000135596"	"ENSG00000135596"	chr6	-	109446135	109446772	109446135	109446412	109446695	109446772	3368	171,126,135	100,61,90	75,137,80	72,125,31	333	50	0.183955176692	0.4118695951380977	0.204,0.237,0.184	0.135,0.141,0.279	0.023
3369	"ENSG00000135596"	"ENSG00000135596"	chr6	-	109451599	109452401	109451599	109451700	109452245	109452401	3369	729,379,410	31,17,14	654,799,214	18,36,8	595	50	0.628903966894	0.910517006107312	0.664,0.652,0.711	0.753,0.651,0.692	-0.023
3370	"ENSG00000184575"	"ENSG00000184575"	chr12	+	64425037	64425457	64425037	64425138	64425337	64425457	3370	780,296,304	16,5,6	740,229,188	14,2,7	249	50	0.897701947041	1.0	0.907,0.922,0.911	0.914,0.958,0.844	0.008
3371	"ENSG00000184575"	"ENSG00000184575"	chr12	+	64425037	64425457	64425037	64425182	64425337	64425457	3371	468,183,170	209,159,145	510,144,134	137,154,82	205	50	0.445476422632	0.7459540237120814	0.353,0.219,0.222	0.476,0.186,0.285	-0.051
3372	"ENSG00000177054"	"ENSG00000177054"	chr11	+	19166301	19170568	19166301	19166385	19170410	19170568	3372	2385,962,913	80,47,55	2341,851,980	77,39,19	4075	50	0.0827198724045	0.23301303691497963	0.268,0.201,0.169	0.272,0.211,0.388	-0.078
3373	"ENSG00000183426"	"ENSG00000183426"	chr16	+	14935159	14935397	14935159	14935276	14935344	14935397	3373	90,50,19	11,1,3	121,64,43	14,7,8	118	50	0.28446702023	0.5554713416733819	0.776,0.955,0.729	0.786,0.795,0.695	0.061
3374	"ENSG00000111144"	"ENSG00000111144"	chr12	-	96009093	96013258	96009093	96009148	96013187	96013258	3374	3419,2914,1607	571,348,301	3664,2265,2392	691,189,190	4089	50	0.00118028686961	0.009605440411553054	0.068,0.093,0.061	0.061,0.128,0.133	-0.033
3376	"ENSG00000196628"	"ENSG00000196628"	chr18	-	55228846	55232671	55228846	55229076	55232508	55232671	3376	7250,2512,1671	155,122,101	6170,2592,2646	118,95,72	3482	50	0.0663781558326	0.20188611298830955	0.402,0.228,0.192	0.429,0.282,0.345	-0.078
3377	"ENSG00000196628"	"ENSG00000196628"	chr18	-	55228846	55232671	55228846	55229076	55232520	55232671	3377	7316,2557,1705	104,74,45	6211,2617,2682	163,84,68	3494	50	0.179364463069	0.40655376633843204	0.502,0.331,0.352	0.353,0.308,0.361	0.054
3378	"ENSG00000123374"	"ENSG00000123374"	chr12	+	55966830	55967934	55966830	55967124	55967856	55967934	3378	2938,638,646	73,73,87	4531,1297,1405	188,95,92	782	50	0.511777418836	0.8097765462604127	0.72,0.358,0.322	0.606,0.466,0.494	-0.055
3379	"ENSG00000256269"	"ENSG00000256269"	chr11	+	119087986	119088308	119087986	119088078	119088254	119088308	3379	19,11,1	2,1,1	82,15,7	11,0,0	226	50	0.525879375174	0.8204301569322074	0.678,0.709,0.181	0.623,1.0,1.0	-0.352
3380	"ENSG00000256269"	"ENSG00000256269"	chr11	+	119088634	119089131	119088634	119088707	119089081	119089131	3380	68,25,30	82,77,55	110,29,38	105,49,25	424	50	0.00218469797266	0.01600433891185183	0.089,0.037,0.06	0.11,0.065,0.152	-0.047
3381	"ENSG00000256269"	"ENSG00000256269"	chr11	+	119088634	119089131	119088634	119088848	119089081	119089131	3381	43,19,16	0,0,3	67,18,22	4,0,1	283	50	0.3212412249	0.6013219878071185	1.0,1.0,0.485	0.747,1.0,0.795	-0.019
3383	"ENSG00000256269"	"ENSG00000256269"	chr11	+	119089682	119090067	119089682	119089760	119089989	119090067	3383	16,10,5	68,55,52	12,2,16	104,52,41	279	50	0.64371916168	0.922609308504689	0.04,0.032,0.017	0.02,0.007,0.065	-0.001
3384	"ENSG00000256269"	"ENSG00000256269"	chr11	+	119092124	119092523	119092124	119092163	119092403	119092523	3384	67,57,41	49,31,35	114,85,62	73,13,24	290	50	0.02546215735	0.10089913048217218	0.191,0.241,0.168	0.212,0.53,0.308	-0.15
3386	"ENSG00000256269"	"ENSG00000256269"	chr11	+	119092124	119092811	119092124	119092523	119092757	119092811	3386	50,24,32	43,37,67	54,26,28	89,43,33	284	50	0.669412260847	0.9467458695075157	0.17,0.102,0.078	0.097,0.096,0.13	0.009
3387	"ENSG00000089916"	"ENSG00000089916"	chr14	+	76173545	76176690	76173545	76173625	76176622	76176690	3387	1754,464,385	119,72,38	902,402,286	171,71,61	3047	50	6.27522379837e-07	2.3564206531044515e-05	0.195,0.096,0.143	0.08,0.085,0.071	0.066
3389	"ENSG00000126581"	"ENSG00000126581"	chr17	-	42818543	42819609	42818543	42818680	42818786	42819609	3389	41,30,18	275,137,114	117,41,17	180,124,115	156	50	2.24954597702e-05	0.0003863288670799302	0.046,0.066,0.048	0.172,0.096,0.045	-0.051
3390	"ENSG00000126581"	"ENSG00000126581"	chr17	-	42818786	42819609	42818786	42818877	42819547	42819609	3390	722,312,249	184,91,84	662,343,390	113,76,55	720	50	0.000156086691366	0.0018470903998125412	0.214,0.192,0.171	0.289,0.239,0.33	-0.094
3394	"ENSG00000137843"	"ENSG00000137843"	chr15	+	40275926	40277487	40275926	40276105	40277115	40277487	3394	404,383,382	0,2,2	444,292,333	0,2,0	1060	50	0.815099825376	1.0	1.0,0.9,0.9	1.0,0.873,1.0	-0.024
3395	"ENSG00000115317"	"ENSG00000115317"	chr2	+	74531338	74531702	74531338	74531371	74531566	74531702	3395	400,148,132	2,0,2	441,121,135	0,0,0	245	50	0.419722299296	0.7200200163102964	0.976,1.0,0.931	1.0,1.0,1.0	-0.031
3396	"ENSG00000115317"	"ENSG00000115317"	chr2	+	74531338	74531702	74531338	74531371	74531596	74531702	3396	444,173,144	230,141,161	492,143,150	247,108,89	275	50	0.0658872982619	0.20077733253099111	0.26,0.182,0.14	0.266,0.194,0.235	-0.038
3397	"ENSG00000115317"	"ENSG00000115317"	chr2	+	74531338	74531702	74531338	74531411	74531596	74531702	3397	380,140,119	8,1,2	427,127,130	0,1,1	235	50	0.00106952082237	0.008901474348835132	0.91,0.968,0.927	1.0,0.964,0.965	-0.041
3398	"ENSG00000013573"	"ENSG00000013573"	chr12	+	31089043	31090094	31089043	31089151	31089402	31090094	3398	275,167,86	112,123,76	106,84,55	69,68,23	301	50	0.871710311324	1.0	0.29,0.184,0.158	0.203,0.17,0.284	-0.008
