Ensembl_ID,gene_symbol,GNF_GeneAtlas_Specificity
ENSMUSG00000003721,Insig2,NRE
ENSMUSG00000003731,Kpna6,TRE+NRE
ENSMUSG00000003746,Man1a,NRE
ENSMUSG00000003752,Itpkc,NRE
ENSMUSG00000003762,Adck4,NRE
ENSMUSG00000003778,Brd8,TRE+NRE
ENSMUSG00000003779,Kif20a,NRE
ENSMUSG00000003808,Farsa,NRE
ENSMUSG00000003809,Gcdh,TRE
ENSMUSG00000003810,Mast2,NRE
ENSMUSG00000003812,Dnase2a,TRE
ENSMUSG00000003813,Rad23a,NRE
ENSMUSG00000003814,Calr,NRE
ENSMUSG00000003824,Syce2,NRE
ENSMUSG00000003847,Nfat5,NRE
ENSMUSG00000003848,Nob1,NRE
ENSMUSG00000003849,Nqo1,TRE
ENSMUSG00000003863,Ppfia3,NRE
ENSMUSG00000003865,Gys1,TRE
ENSMUSG00000003868,Ruvbl2,NRE
ENSMUSG00000003872,Lin7b,TRE
ENSMUSG00000003873,Bax,NRE
ENSMUSG00000003882,Il7r,TRE
ENSMUSG00000003923,Tfam,NRE
ENSMUSG00000003929,Zfp81,NRE
ENSMUSG00000003934,Efnb3,TRE
ENSMUSG00000003948,Mmd,NRE
ENSMUSG00000003949,Hlf,TRE+NRE
ENSMUSG00000003955,Fam162a,NRE
ENSMUSG00000003970,Rpl8,NRE
ENSMUSG00000003974,Grm3,TRE
ENSMUSG00000003992,Ssbp2,TRE+NRE
ENSMUSG00000004018,Fancl,NRE
ENSMUSG00000004031,Fam5b,TRE
ENSMUSG00000004032,Gstm5,NRE
ENSMUSG00000004035,Gstm7,TRE
ENSMUSG00000004038,Gstm3,TRE
ENSMUSG00000004040,Stat3,NRE
ENSMUSG00000004043,Stat5a,TRE+NRE
ENSMUSG00000004044,Ptrf,NRE
ENSMUSG00000004054,Map3k11,NRE
ENSMUSG00000004056,Akt2,NRE
ENSMUSG00000004069,Dnaja3,NRE
ENSMUSG00000004070,Hmox2,NRE
ENSMUSG00000004071,5730403B10Rik,NRE
ENSMUSG00000004085,B230120H23Rik,TRE+NRE
ENSMUSG00000004096,Cwc15,NRE
ENSMUSG00000004098,Col5a3,NRE
ENSMUSG00000004099,Dnmt1,NRE
ENSMUSG00000004100,Ppan,NRE
ENSMUSG00000004105,Angptl2,NRE
ENSMUSG00000004110,Cacna1e,TRE
ENSMUSG00000004113,Cacna1b,TRE
ENSMUSG00000004127,Rg9mtd2,TRE+NRE
ENSMUSG00000004151,Etv1,TRE+NRE
ENSMUSG00000004187,Kifc2,TRE
ENSMUSG00000004207,Psap,NRE
ENSMUSG00000004221,Ikbkg,TRE+NRE
ENSMUSG00000004231,Pax2,not present
ENSMUSG00000004233,Wars2,NRE
ENSMUSG00000004263,Atn1,NRE
ENSMUSG00000004264,Phb2,NRE
ENSMUSG00000004266,Ptpn6,TRE+NRE
ENSMUSG00000004267,Eno2,TRE
ENSMUSG00000004268,Emg1,NRE
ENSMUSG00000004270,Lpcat3,NRE
ENSMUSG00000004285,Atp6v1f,NRE
ENSMUSG00000004296,Il12b,not detected
ENSMUSG00000004317,Clcn5,TRE+NRE
ENSMUSG00000004319,Clcn3,NRE
ENSMUSG00000004328,Hif3a,TRE
ENSMUSG00000004341,Gpx6,TRE
ENSMUSG00000004344,Gpx5,TRE
ENSMUSG00000004347,Pde1c,TRE+NRE
ENSMUSG00000004356,Utp20,NRE
ENSMUSG00000004359,Spic,TRE
ENSMUSG00000004360,9330159F19Rik,TRE
ENSMUSG00000004364,Cul3,NRE
ENSMUSG00000004366,Sst,TRE
ENSMUSG00000004371,Il11,NRE
ENSMUSG00000004383,Large,NRE
ENSMUSG00000004393,Ddx56,NRE
ENSMUSG00000004394,Tmed4,NRE
ENSMUSG00000004415,Emid2,TRE
ENSMUSG00000004446,Bid,NRE
ENSMUSG00000004451,Ralb,NRE
ENSMUSG00000004455,Ppp1cc,NRE
ENSMUSG00000004460,Dnajb11,NRE
ENSMUSG00000004462,Tbccd1,NRE
ENSMUSG00000004473,Clec11a,TRE
ENSMUSG00000004500,Zfp324,NRE
ENSMUSG00000004508,Gab2,TRE+NRE
ENSMUSG00000004530,Coro1c,NRE
ENSMUSG00000004535,Tax1bp1,NRE
ENSMUSG00000004540,Psg17,TRE
ENSMUSG00000004542,Psg19,TRE
ENSMUSG00000004552,Ctse,NRE
ENSMUSG00000004558,Ndrg2,NRE
ENSMUSG00000004561,Mettl17,NRE
ENSMUSG00000004562,Arhgef40,not detected
ENSMUSG00000004565,Pnpla6,NRE
ENSMUSG00000004567,Mcoln1,NRE
ENSMUSG00000004568,Arhgef18,TRE+NRE
ENSMUSG00000004591,Pkn2,NRE
ENSMUSG00000004609,Cd33,TRE
ENSMUSG00000004610,Etfb,NRE
ENSMUSG00000004612,Nkg7,TRE
ENSMUSG00000004613,Lim2,TRE
ENSMUSG00000004626,Stxbp2,NRE
ENSMUSG00000004630,Pcp2,TRE
ENSMUSG00000004631,Sgce,NRE
ENSMUSG00000004633,Chn2,TRE
ENSMUSG00000004637,Wwox,TRE+NRE
ENSMUSG00000004642,Slbp,TRE+NRE
ENSMUSG00000004651,Tyr,TRE
ENSMUSG00000004654,Ghrhr,TRE
ENSMUSG00000004655,Aqp1,NRE
ENSMUSG00000004661,Arid3b,TRE
ENSMUSG00000004665,Cnn2,NRE
ENSMUSG00000004667,Polr2e,NRE
ENSMUSG00000004668,Abca13,TRE
ENSMUSG00000004677,Myo9b,NRE
ENSMUSG00000004698,Hdac9,TRE+NRE
ENSMUSG00000004707,Ly9,TRE
ENSMUSG00000004709,Cd244,TRE
ENSMUSG00000004730,Emr1,TRE
ENSMUSG00000004748,Mtfp1,NRE
ENSMUSG00000004768,Rab23,TRE+NRE
ENSMUSG00000004771,Rab11a,NRE
ENSMUSG00000004788,Eif2b2,NRE
ENSMUSG00000004789,Dlst,NRE
ENSMUSG00000004791,Pgf,NRE
ENSMUSG00000004798,Ulk2,TRE+NRE
ENSMUSG00000004814,Ccl24,not detected
ENSMUSG00000004815,Dgkq,NRE
ENSMUSG00000004821,Tmed11,TRE
ENSMUSG00000004837,Grap,TRE
ENSMUSG00000004842,Pou1f1,TRE
ENSMUSG00000004843,Chmp2b,NRE
ENSMUSG00000004846,Plod3,NRE
ENSMUSG00000004849,Ap1s1,NRE
ENSMUSG00000004864,Mapk13,NRE
ENSMUSG00000004865,Srpk1,NRE
ENSMUSG00000004872,Pax3,TRE
ENSMUSG00000004880,Lbr,NRE
ENSMUSG00000004885,Crabp2,NRE
ENSMUSG00000004891,Nes,TRE+NRE
ENSMUSG00000004892,Bcan,TRE
ENSMUSG00000004894,Hapln2,TRE
ENSMUSG00000004895,Prcc,NRE
ENSMUSG00000004896,Rrnad1,NRE
ENSMUSG00000004897,Hdgf,NRE
ENSMUSG00000004902,Slc25a18,TRE
ENSMUSG00000004929,Thop1,TRE
ENSMUSG00000004931,Apba3,NRE
ENSMUSG00000004933,Matk,TRE
ENSMUSG00000004934,Pias4,TRE
ENSMUSG00000004936,Map2k1,NRE
ENSMUSG00000004937,Sgta,NRE
ENSMUSG00000004939,Itgb1bp3,TRE
ENSMUSG00000004945,5730437N04Rik,NRE
ENSMUSG00000004947,Dtx2,NRE
ENSMUSG00000004948,Zp3,TRE
ENSMUSG00000004951,Hspb1,NRE
ENSMUSG00000004952,Rasa4,TRE
ENSMUSG00000004961,Syt5,TRE
ENSMUSG00000004980,Hnrnpa2b1,NRE
ENSMUSG00000004988,Fxyd4,TRE
ENSMUSG00000004994,Ccdc130,TRE
ENSMUSG00000004996,Mri1,NRE
ENSMUSG00000005034,Prkacb,NRE
ENSMUSG00000005043,Sgsh,TRE+NRE
ENSMUSG00000005045,Chd5,TRE
ENSMUSG00000005054,Cstb,NRE
ENSMUSG00000005057,Sh2b2,TRE
ENSMUSG00000005069,Pex5,NRE
ENSMUSG00000005078,Jkamp,NRE
ENSMUSG00000005087,Cd44,NRE
ENSMUSG00000005089,Slc1a2,TRE
ENSMUSG00000005102,Eif2ak4,NRE
ENSMUSG00000005103,Wdr1,NRE
ENSMUSG00000005107,Slc2a9,TRE+NRE
ENSMUSG00000005124,Wisp1,TRE
ENSMUSG00000005125,Ndrg1,NRE
ENSMUSG00000005131,4930550C14Rik,TRE
ENSMUSG00000005142,Man2b1,NRE
ENSMUSG00000005148,Klf5,NRE
ENSMUSG00000005150,Wdr83,NRE
ENSMUSG00000005161,Prdx2,NRE
ENSMUSG00000005198,Polr2a,NRE
ENSMUSG00000005202,Shbg,not detected
ENSMUSG00000005204,Senp3,NRE
ENSMUSG00000005220,Corin,TRE
ENSMUSG00000005225,Plekha8,NRE
ENSMUSG00000005232,G6pc2,TRE
ENSMUSG00000005233,Spc25,TRE+NRE
ENSMUSG00000005237,Dnahc2,TRE
ENSMUSG00000005251,Ripk4,NRE
ENSMUSG00000005262,Ufd1l,NRE
ENSMUSG00000005267,Zfp287,NRE
ENSMUSG00000005268,Prlr,TRE+NRE
ENSMUSG00000005299,Letm1,NRE
ENSMUSG00000005312,Ubqln1,NRE
ENSMUSG00000005320,Fgfr4,TRE
ENSMUSG00000005338,Cadm3,TRE+NRE
ENSMUSG00000005339,Fcer1a,TRE
ENSMUSG00000005354,Txn2,NRE
ENSMUSG00000005355,Casp14,TRE
ENSMUSG00000005357,Slc1a6,TRE
ENSMUSG00000005360,Slc1a3,TRE+NRE
ENSMUSG00000005362,Crbn,NRE
ENSMUSG00000005364,Il5ra,TRE
ENSMUSG00000005370,Msh6,NRE
ENSMUSG00000005371,Fbxo11,NRE
ENSMUSG00000005373,Mlxipl,TRE
ENSMUSG00000005374,Tbl2,TRE+NRE
ENSMUSG00000005378,Wbscr22,NRE
ENSMUSG00000005397,Nid1,NRE
ENSMUSG00000005410,Mcm5,NRE
ENSMUSG00000005413,Hmox1,NRE
ENSMUSG00000005417,Mprip,NRE
ENSMUSG00000005442,Cic,NRE
ENSMUSG00000005447,Pafah1b3,NRE
ENSMUSG00000005465,Il27ra,TRE
ENSMUSG00000005469,Prkaca,NRE
ENSMUSG00000005470,Asf1b,NRE
ENSMUSG00000005474,Myl10,TRE
ENSMUSG00000005481,Ddx39,NRE
ENSMUSG00000005483,Dnajb1,NRE
ENSMUSG00000005493,Msh4,TRE
ENSMUSG00000005501,Usp40,NRE
ENSMUSG00000005503,Evx1,not detected
ENSMUSG00000005505,Kbtbd4,NRE
ENSMUSG00000005506,Celf1,NRE
ENSMUSG00000005510,Ndufs3,NRE
ENSMUSG00000005514,Por,NRE
ENSMUSG00000005533,Igf1r,NRE
ENSMUSG00000005534,Insr,NRE
ENSMUSG00000005540,Fcer2a,TRE
ENSMUSG00000005547,Cyp2a5,TRE
ENSMUSG00000005553,Atp4a,TRE
ENSMUSG00000005566,Trim28,NRE
ENSMUSG00000005575,Ube2m,TRE+NRE
ENSMUSG00000005580,Adcy9,NRE
ENSMUSG00000005583,Mef2c,TRE+NRE
ENSMUSG00000005609,Ctr9,NRE
ENSMUSG00000005610,Eif4g2,NRE
ENSMUSG00000005611,Mrvi1,TRE
ENSMUSG00000005615,Pcyt1a,TRE+NRE
ENSMUSG00000005621,Zfp592,NRE
ENSMUSG00000005625,Psmd4,NRE
ENSMUSG00000005628,Tmod4,TRE
ENSMUSG00000005640,Insrr,not detected
ENSMUSG00000005649,Cabp5,TRE
ENSMUSG00000005656,Snx6,NRE
ENSMUSG00000005667,Mthfd2,NRE
ENSMUSG00000005672,Kit,TRE+NRE
ENSMUSG00000005674,Tomm40l,NRE
ENSMUSG00000005677,Nr1i3,TRE
ENSMUSG00000005681,Apoa2,TRE
ENSMUSG00000005682,Pan2,NRE
ENSMUSG00000005683,Cs,NRE
ENSMUSG00000005686,Ampd3,NRE
ENSMUSG00000005687,Bcas2,TRE+NRE
ENSMUSG00000005696,Sh2d1a,TRE
ENSMUSG00000005698,Ctcf,NRE
ENSMUSG00000005699,Pard6a,TRE
ENSMUSG00000005705,Agrp,TRE
ENSMUSG00000005716,Pvalb,NRE
ENSMUSG00000005718,Tfap4,not detected
ENSMUSG00000005732,Ranbp1,NRE
ENSMUSG00000005763,Cd247,TRE
ENSMUSG00000005774,Rfx5,NRE
ENSMUSG00000005779,Psmb4,NRE
ENSMUSG00000005800,Mmp8,TRE
ENSMUSG00000005802,Slc30a4,NRE
ENSMUSG00000005803,Sqrdl,NRE
ENSMUSG00000005804,Pldn,NRE
ENSMUSG00000005813,Metap1,NRE
ENSMUSG00000005823,Gpr108,NRE
ENSMUSG00000005824,Tnfsf14,TRE
ENSMUSG00000005836,Gata6,NRE
ENSMUSG00000005846,Rsl1d1,NRE
ENSMUSG00000005864,Cnga2,not detected
ENSMUSG00000005871,Apc,TRE+NRE
ENSMUSG00000005873,Reep5,NRE
ENSMUSG00000005881,Ergic3,NRE
ENSMUSG00000005882,Uqcc,NRE
ENSMUSG00000005883,Spo11,TRE
ENSMUSG00000005886,Ncoa2,TRE+NRE
ENSMUSG00000005891,Prl4a1,TRE
ENSMUSG00000005892,Trh,TRE
ENSMUSG00000005893,Nr2c2,TRE+NRE
ENSMUSG00000005897,Nr2c1,NRE
ENSMUSG00000005899,Smpd4,TRE+NRE
ENSMUSG00000005907,Pex1,NRE
ENSMUSG00000005917,Otx1,TRE
ENSMUSG00000005936,Kctd20,NRE
ENSMUSG00000005947,Itgae,TRE
ENSMUSG00000005949,Ctns,NRE
ENSMUSG00000005950,P2rx5,TRE
ENSMUSG00000005951,Shpk,TRE
ENSMUSG00000005952,Trpv1,TRE
ENSMUSG00000005958,Ephb3,NRE
ENSMUSG00000005968,Tuft1,NRE
ENSMUSG00000005973,Rcn1,NRE
ENSMUSG00000005980,Dnase1,TRE
ENSMUSG00000005981,Trap1,NRE
ENSMUSG00000005982,Nat15,NRE
ENSMUSG00000005983,1700037C18Rik,TRE
ENSMUSG00000005986,Ankrd13d,TRE
ENSMUSG00000005994,Tyrp1,TRE
ENSMUSG00000006005,Tpr,NRE
ENSMUSG00000006007,Pdc,TRE
ENSMUSG00000006010,BC003331,NRE
ENSMUSG00000006014,Prg4,TRE
ENSMUSG00000006019,Dhx34,TRE
ENSMUSG00000006021,Kptn,NRE
ENSMUSG00000006024,Napa,NRE
ENSMUSG00000006050,Sra1,NRE
ENSMUSG00000006056,Calcoco2,not detected
ENSMUSG00000006057,Atp5g1,NRE
ENSMUSG00000006058,Snf8,NRE
ENSMUSG00000006095,Tbcb,NRE
ENSMUSG00000006127,Inpp5k,TRE+NRE
ENSMUSG00000006134,Crkl,NRE
ENSMUSG00000006143,2310043J07Rik,TRE
ENSMUSG00000006154,Eps8l1,TRE+NRE
ENSMUSG00000006169,Clint1,NRE
ENSMUSG00000006179,Prss16,NRE
ENSMUSG00000006191,Cdkal1,TRE+NRE
ENSMUSG00000006200,Rhox6,TRE
ENSMUSG00000006204,5430419D17Rik,TRE
ENSMUSG00000006205,Htra1,NRE
ENSMUSG00000006215,Zbtb17,NRE
ENSMUSG00000006216,Clcnkb,TRE
ENSMUSG00000006218,Fam131c,not detected
ENSMUSG00000006219,Fblim1,NRE
ENSMUSG00000006221,Hspb7,TRE
ENSMUSG00000006235,Epor,TRE
ENSMUSG00000006241,Ccdc159,TRE
ENSMUSG00000006262,Mob1b,NRE
ENSMUSG00000006269,Atp6v1b1,TRE
ENSMUSG00000006270,Vax1,not detected
ENSMUSG00000006273,Atp6v1b2,NRE
ENSMUSG00000006276,Eps15l1,NRE
ENSMUSG00000006281,Tep1,NRE
ENSMUSG00000006288,Ttc5,NRE
ENSMUSG00000006289,Osgep,NRE
ENSMUSG00000006299,Aamp,NRE
ENSMUSG00000006301,Tmbim1,NRE
ENSMUSG00000006304,Arpc2,NRE
ENSMUSG00000006307,Wbp7,TRE+NRE
ENSMUSG00000006310,Zbtb32,TRE
ENSMUSG00000006311,Etv2,not detected
ENSMUSG00000006313,Upk1a,TRE
ENSMUSG00000006315,Tmem147,NRE
ENSMUSG00000006333,Rps9,NRE
ENSMUSG00000006335,Tfpt,NRE
ENSMUSG00000006342,Susd2,NRE
ENSMUSG00000006344,Ggt5,TRE
ENSMUSG00000006345,Ggt1,TRE
ENSMUSG00000006356,Crip2,NRE
ENSMUSG00000006360,Crip1,NRE
ENSMUSG00000006362,Cbfa2t3,NRE
ENSMUSG00000006369,Fbln1,TRE+NRE
ENSMUSG00000006373,Pgrmc1,NRE
ENSMUSG00000006378,Gcat,TRE
ENSMUSG00000006386,Tek,TRE
ENSMUSG00000006389,Mpl,TRE
ENSMUSG00000006390,Elovl1,NRE
ENSMUSG00000006392,Med8,NRE
ENSMUSG00000006395,Hyi,TRE
ENSMUSG00000006398,Cdc20,NRE
ENSMUSG00000006403,Adamts4,TRE
ENSMUSG00000006411,Pvrl4,TRE
ENSMUSG00000006412,Pfdn2,NRE
ENSMUSG00000006418,Rnf114,NRE
ENSMUSG00000006423,C330007P06Rik,NRE
ENSMUSG00000006435,Neurl1a,TRE
ENSMUSG00000006442,Srm,NRE
ENSMUSG00000006445,Epha2,TRE
ENSMUSG00000006456,Rbm14,TRE+NRE
ENSMUSG00000006457,Actn3,TRE
ENSMUSG00000006463,Zdhhc24,NRE
ENSMUSG00000006464,Bbs1,TRE
ENSMUSG00000006469,Slc34a3,TRE
ENSMUSG00000006471,Ndor1,NRE
ENSMUSG00000006476,Nelf,TRE+NRE
ENSMUSG00000006488,Prl7a1,TRE
ENSMUSG00000006490,Prl8a9,TRE
ENSMUSG00000006494,Pdk1,NRE
ENSMUSG00000006498,Ptbp1,NRE
ENSMUSG00000006517,Mvd,NRE
ENSMUSG00000006519,Cyba,NRE
ENSMUSG00000006522,Itih3,TRE
ENSMUSG00000006526,Tmem110,TRE
ENSMUSG00000006527,Sfmbt1,TRE+NRE
ENSMUSG00000006529,Itih1,TRE
ENSMUSG00000006538,Ihh,TRE
ENSMUSG00000006542,Prkag3,TRE
ENSMUSG00000006546,Cryba2,TRE
ENSMUSG00000006567,Atp7b,TRE
ENSMUSG00000006570,Defb2,TRE
ENSMUSG00000006574,Slc4a1,TRE
ENSMUSG00000006575,Rundc3a,TRE
ENSMUSG00000006576,Slc4a3,TRE+NRE
ENSMUSG00000006585,Cdt1,NRE
ENSMUSG00000006586,Runx1t1,TRE+NRE
ENSMUSG00000006587,Snai3,not detected
ENSMUSG00000006589,Aprt,NRE
ENSMUSG00000006599,Gtf2h1,NRE
ENSMUSG00000006611,Hfe,TRE+NRE
ENSMUSG00000006641,Slc5a6,TRE
ENSMUSG00000006642,Tcf23,TRE
ENSMUSG00000006649,Nphs1,TRE
ENSMUSG00000006651,Aplp1,TRE
ENSMUSG00000006673,Qrich1,NRE
ENSMUSG00000006675,P4htm,TRE+NRE
ENSMUSG00000006676,Usp19,NRE
ENSMUSG00000006678,Pola1,NRE
ENSMUSG00000006699,Cdc42,TRE+NRE
ENSMUSG00000006705,Pknox1,NRE
ENSMUSG00000006711,D130043K22Rik,TRE
ENSMUSG00000006715,Gmnn,NRE
ENSMUSG00000006717,Acot13,NRE
ENSMUSG00000006720,Zfp184,TRE
ENSMUSG00000006724,Cyp27b1,not detected
ENSMUSG00000006728,Cdk4,NRE
ENSMUSG00000006731,B4galnt1,NRE
ENSMUSG00000006732,Mettl1,TRE+NRE
ENSMUSG00000006736,Tspan31,NRE
ENSMUSG00000006740,Kif5b,NRE
ENSMUSG00000006763,Saal1,TRE+NRE
ENSMUSG00000006764,Tph2,not detected
ENSMUSG00000006777,Krt23,TRE
ENSMUSG00000006782,Cnp,TRE+NRE
ENSMUSG00000006784,Ttc25,TRE
ENSMUSG00000006800,Sulf2,NRE
ENSMUSG00000006818,Sod2,NRE
ENSMUSG00000006850,Tmco6,TRE
ENSMUSG00000006906,Stambp,NRE
ENSMUSG00000006920,Ezh1,NRE
ENSMUSG00000006930,Hap1,TRE
ENSMUSG00000006931,Leprel4,NRE
ENSMUSG00000006932,Ctnnb1,NRE
ENSMUSG00000006941,Eif1b,NRE
ENSMUSG00000006948,Klk4,not detected
ENSMUSG00000006958,Chrd,not detected
ENSMUSG00000006998,Psmd2,NRE
ENSMUSG00000007021,Syngr3,TRE
ENSMUSG00000007029,Vars,NRE
ENSMUSG00000007030,D17H6S56E-3,not detected
ENSMUSG00000007033,Hspa1l,TRE
ENSMUSG00000007034,Slc44a4,TRE
ENSMUSG00000007035,Msh5,not detected
ENSMUSG00000007036,Abhd16a,NRE
ENSMUSG00000007038,Neu1,TRE+NRE
ENSMUSG00000007039,Ddah2,NRE
ENSMUSG00000007041,Clic1,TRE+NRE
ENSMUSG00000007044,Ly6g6c,TRE
ENSMUSG00000007050,Lsm2,TRE
ENSMUSG00000007080,Pole,NRE
ENSMUSG00000007097,Atp1a2,TRE+NRE
ENSMUSG00000007107,Atp1a4,TRE
ENSMUSG00000007122,Casq1,TRE
ENSMUSG00000007207,Stx1a,TRE
ENSMUSG00000007209,Ceacam9,not detected
ENSMUSG00000007216,Zfp775,NRE
ENSMUSG00000007279,Scube2,TRE
ENSMUSG00000007338,Mrpl49,NRE
ENSMUSG00000007379,Dennd2c,TRE
ENSMUSG00000007411,Mark3,NRE
ENSMUSG00000007415,Gatad1,NRE
ENSMUSG00000007440,Pcdha4,TRE
ENSMUSG00000007457,2310003L06Rik,not present
ENSMUSG00000007458,M6pr,NRE
ENSMUSG00000007476,Lrrc8a,NRE
ENSMUSG00000007480,Mc5r,TRE
ENSMUSG00000007564,Ppp2r1a,NRE
ENSMUSG00000007570,Fance,NRE
ENSMUSG00000007589,Tinf2,NRE
ENSMUSG00000007591,Tssk4,TRE
ENSMUSG00000007594,Hapln4,TRE
ENSMUSG00000007603,Dus3l,NRE
ENSMUSG00000007610,Gtpbp3,NRE
ENSMUSG00000007613,Tgfbr1,TRE+NRE
ENSMUSG00000007617,Homer1,TRE
ENSMUSG00000007646,Rad51c,TRE+NRE
ENSMUSG00000007653,Gabrb2,TRE
ENSMUSG00000007655,Cav1,NRE
ENSMUSG00000007656,Arpp19,TRE+NRE
ENSMUSG00000007659,Bcl2l1,NRE
ENSMUSG00000007670,Khsrp,NRE
ENSMUSG00000007682,Dio2,TRE
ENSMUSG00000007721,Ccdc124,NRE
ENSMUSG00000007739,Cct4,NRE
ENSMUSG00000007777,0610009B22Rik,NRE
ENSMUSG00000007783,Cpt1c,NRE
ENSMUSG00000007805,Twist2,TRE
ENSMUSG00000007812,Zfp655,TRE+NRE
ENSMUSG00000007815,Rhoa,NRE
ENSMUSG00000007817,Zmiz1,NRE
ENSMUSG00000007827,Ankrd26,NRE
ENSMUSG00000007833,Aldh16a1,NRE
ENSMUSG00000007836,Hnrnpa0,NRE
ENSMUSG00000007837,Prrg2,NRE
ENSMUSG00000007850,Hnrnph1,NRE
ENSMUSG00000007867,1700019E19Rik,NRE
ENSMUSG00000007872,Id3,NRE
ENSMUSG00000007877,Tcap,NRE
ENSMUSG00000007880,Arid1a,NRE
ENSMUSG00000007888,Crlf1,TRE
ENSMUSG00000007891,Ctsd,NRE
ENSMUSG00000007892,Rplp1,NRE
ENSMUSG00000007907,4931407G18Rik,TRE
ENSMUSG00000007908,Hmgcll1,TRE
ENSMUSG00000007944,Ttc9b,TRE
ENSMUSG00000007946,Phox2a,TRE
ENSMUSG00000007950,Abhd8,NRE
ENSMUSG00000007987,Rabl5,NRE
ENSMUSG00000007989,Fzd3,TRE
ENSMUSG00000008028,1700008O03Rik,TRE
ENSMUSG00000008035,Mid1ip1,NRE
ENSMUSG00000008036,Ap2s1,NRE
ENSMUSG00000008090,Fgfrl1,NRE
ENSMUSG00000008129,4930432K21Rik,TRE
ENSMUSG00000008136,Fhl2,TRE
ENSMUSG00000008140,2310044H10Rik,NRE
ENSMUSG00000008153,Clstn3,TRE
ENSMUSG00000008167,Fbxw9,NRE
ENSMUSG00000008193,Spib,TRE
ENSMUSG00000008200,Fnbp4,NRE
ENSMUSG00000008206,Lass4,NRE
ENSMUSG00000008226,Scrn3,NRE
ENSMUSG00000008301,Phax,NRE
ENSMUSG00000008305,Tle1,NRE
ENSMUSG00000008307,1700109H08Rik,TRE
ENSMUSG00000008318,Relt,TRE
ENSMUSG00000008333,Snrpb2,NRE
ENSMUSG00000008348,Ubc,NRE
ENSMUSG00000008373,Prpf31,NRE
ENSMUSG00000008384,Sertad1,NRE
ENSMUSG00000008393,Carhsp1,NRE
ENSMUSG00000008398,Elk3,TRE+NRE
ENSMUSG00000008429,Herpud2,NRE
ENSMUSG00000008435,Rdh13,NRE
ENSMUSG00000008438,Adam21,TRE
ENSMUSG00000008450,Nutf2,NRE
ENSMUSG00000008461,Fut1,NRE
ENSMUSG00000008475,Arpc5,NRE
ENSMUSG00000008482,Rnf151,TRE
ENSMUSG00000008489,Elavl2,TRE
ENSMUSG00000008496,Pou2f2,TRE
ENSMUSG00000008540,Mgst1,NRE
ENSMUSG00000008575,Nfib,NRE
ENSMUSG00000008590,Htr3b,TRE
ENSMUSG00000008601,Rab25,NRE
ENSMUSG00000008604,Ubqln4,NRE
ENSMUSG00000008658,Rbfox1,TRE
ENSMUSG00000008668,Rps18,NRE
ENSMUSG00000008682,Rpl10,NRE
ENSMUSG00000008683,Rps15a,TRE+NRE
ENSMUSG00000008686,Zfp955a,NRE
ENSMUSG00000008690,Ncaph2,TRE+NRE
ENSMUSG00000008730,Hipk1,TRE+NRE
ENSMUSG00000008734,Gprc5b,TRE+NRE
ENSMUSG00000008763,Man1a2,NRE
ENSMUSG00000008789,Ceacam5,not present
ENSMUSG00000008813,Tppp2,not present
ENSMUSG00000008822,Acyp1,NRE
ENSMUSG00000008843,Cldn13,TRE
ENSMUSG00000008845,Cd163,NRE
ENSMUSG00000008855,Hdac5,NRE
ENSMUSG00000008859,Rala,NRE
ENSMUSG00000008874,Clec3a,not present
ENSMUSG00000008892,Vdac3,NRE
ENSMUSG00000008932,Slc1a7,TRE
ENSMUSG00000008958,Vps72,NRE
ENSMUSG00000008976,Gabpa,NRE
ENSMUSG00000008999,Bmp7,TRE
ENSMUSG00000009013,Dynll1,NRE
ENSMUSG00000009030,Pdcl,NRE
ENSMUSG00000009035,Tmem184b,NRE
ENSMUSG00000009047,Gm5965,not present
ENSMUSG00000009070,Rtdr1,TRE
ENSMUSG00000009073,Nf2,NRE
ENSMUSG00000009075,Cabp7,TRE
ENSMUSG00000009076,Zmat5,NRE
ENSMUSG00000009079,Ewsr1,NRE
ENSMUSG00000009090,Ap1b1,NRE
ENSMUSG00000009092,Derl3,TRE
ENSMUSG00000009093,Gstt4,TRE
ENSMUSG00000009097,Tbx1,TRE
ENSMUSG00000009108,Gnat2,TRE
ENSMUSG00000009112,Bcl2l13,NRE
ENSMUSG00000009114,2610028H24Rik,not detected
ENSMUSG00000009115,1700027D21Rik,TRE
ENSMUSG00000009145,Dqx1,TRE
ENSMUSG00000009185,Ccl8,TRE
ENSMUSG00000009207,Lnp,NRE
ENSMUSG00000009210,2310007L24Rik,TRE
ENSMUSG00000009214,Tmem8c,TRE
ENSMUSG00000009216,Fam163b,TRE
ENSMUSG00000009246,Trpm5,not detected
ENSMUSG00000009248,Ascl2,TRE
ENSMUSG00000009281,Rarres2,NRE
ENSMUSG00000009291,Pttg1ip,NRE
ENSMUSG00000009292,Trpm2,TRE
ENSMUSG00000009293,Ube2g2,NRE
ENSMUSG00000009350,Mpo,TRE
ENSMUSG00000009356,Lpo,TRE
ENSMUSG00000009376,Met,TRE+NRE
ENSMUSG00000009378,Slc16a12,NRE
ENSMUSG00000009394,Syn2,TRE
ENSMUSG00000009406,Elk1,NRE
ENSMUSG00000009418,Nav1,TRE+NRE
ENSMUSG00000009470,Tnpo1,NRE
ENSMUSG00000009471,Myod1,TRE
ENSMUSG00000009487,Otog,not detected
ENSMUSG00000009535,Rnmt,TRE+NRE
